copyright	zengfr	site:http://github.com/zengfr/romhack
FF841E	base+41E	[00163A, 0087A0, 0092D4, 009AF2]	
FF84BE	base+4BE	[00164A, 0084C6, 009240]	
FF850A	base+50A	[00165A, 01E9EC]	
FF850C	base+50C	[00165A, 01E9EC]	
FF850E	base+50E	[00165A, 01E9EC]	
FF855E	base+55E	[00166A, 01EA3C]	
FF85A8	base+5A8	[00167A, 009034, 009184, 0092BA, 009AD8, 009CEC]	
FF85AA	base+5AA	[00167A, 009034, 009184, 0092BA, 009AD8, 009CEC]	
FF85AC	base+5AC	[00167A, 008CB6, 009034, 009184, 0092BA, 0098FA, 009AD8, 009CEC]	
FF85AE	base+5AE	[00167A, 008CB6, 009034, 009184, 0092BA, 00972E, 0098FA, 009AD8, 009CEC]	
FF86EC	base+6EC	[0015EE, 05DFD8, 05DFDE]	
FF86EE	base+6EE	[0015EA, 05DFD8, 05DFDE, 05DFF4]	
FF86F0	base+6F0	[0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF86F2	base+6F2	[0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF86F4	base+6F4	[0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF86F6	base+6F6	[0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF86F8	base+6F8	[0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF86FA	base+6FA	[0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF86FC	base+6FC	[0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF86FE	base+6FE	[0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF8700	base+700	[0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF8702	base+702	[0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF8704	base+704	[0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF8706	base+706	[0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF8708	base+708	[0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF870A	base+70A	[0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF870C	base+70C	[0015B2, 0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF870E	base+70E	[0015A6, 0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF8710	base+710	[0015B2, 0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF8712	base+712	[0015A6, 0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF8714	base+714	[0015B2, 0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF8716	base+716	[0015A6, 0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF8718	base+718	[0015B2, 0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF871A	base+71A	[0015A6, 0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF871C	base+71C	[0015B2, 0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF871E	base+71E	[0015A6, 0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF8720	base+720	[0015B2, 0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF8722	base+722	[0015A6, 0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF8724	base+724	[0015B2, 0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF8726	base+726	[0015A6, 0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF8728	base+728	[0015B2, 0015EE, 05DFD6, 05DFD8, 05DFDE]	
FF872A	base+72A	[0015A6, 0015EA, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF872C	base+72C	[0015B2, 0015EE, 022B90, 05DFD6, 05DFD8, 05DFDE]	
FF872E	base+72E	[0015A6, 0015EA, 022B8C, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF8730	base+730	[0015B2, 0015EE, 022B90, 05DFD6, 05DFD8, 05DFDE]	
FF8732	base+732	[0015A6, 0015EA, 022B8C, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF8734	base+734	[0015EE, 022B90, 05DFD6, 05DFD8, 05DFDE]	
FF8736	base+736	[0015EA, 022B8C, 05DFD6, 05DFD8, 05DFDE, 05DFF4]	
FF8738	base+738	[0015EE, 022B90, 05DFD6, 05DFD8, 05DFDE]	
FF873A	base+73A	[0015EA, 022B8C, 05DFD6, 05DFD8, 05DFDE]	
FF873C	base+73C	[0015EE, 022B90, 05DFD6]	
FF873E	base+73E	[0015EA, 022B8C, 05DFD6]	
FF87BA	base+7BA	[0015FE, 05DFAE]	
FF87BC	base+7BC	[0015FE, 05DFAE]	
FF87BE	base+7BE	[0015FE, 05DFAE]	
FFBE1C	123p+  0	[00177E, 001B20, 001D90, 008138, 008536, 00885A, 008C82, 008EE8, 0091A8, 009304, 009F46, 00B36E, 00B436, 00C25E, 00C542, 00C698, 011AC2, 0123E8, 017AF8, 017E88, 01A74C, 01A75E, 01AAA4, 01AE44, 01B074, 01B474, 01B972, 01BA0C, 01BAAE, 01CB82, 01D07E, 0214A4, 032A66]	
FFBE1D	123p+  1	[0017A8, 0017AE, 00B448, 01BA3E, 01BA58, 05E5D6]	
FFBE1E	123p+  2	[001908, 0020DA, 0043D0, 008028, 008060, 00810E, 00811C, 008766, 00C548, 00C6AC, 011A6A, 011B00, 012356, 0123AA, 01A74C, 01A75E, 01D0A8, 01D0B0, 05E0C2, 05E644]	
FFBE20	123p+  4	[0010E6, 001144, 001892, 0018D6, 001E6C, 001E80, 001E92, 0026CA, 002736, 002742, 0039D6, 003A32, 003C3C, 003E54, 003F18, 0040BC, 0041AA, 004260, 00429A, 00477E, 004796, 0047F0, 004990, 004A18, 004A46, 004A7E, 004AD2, 004AFC, 0056B6, 00572C, 00575C, 0057A4, 005AC8, 005BA4, 005C00, 005C62, 005CFA, 007A24, 0084AA, 0086F2, 008E9C, 008F88, 009488, 00989E, 009984, 011AAE, 011CD4, 011D14, 013B94, 01560C, 015650, 0156E0, 01596A, 015980, 0159A6, 015BD6, 015BDA, 0171B8, 0171C2, 0196AA, 01A74C, 01A75E, 01AAAE, 01ACB4, 01AE0A, 01B142, 01B19A, 01B2B2, 01B37A, 01B4F6, 01B502, 01B940, 01CB4C, 01CE1E, 01CF94, 01EA0C, 01EA5E, 0214CC, 021A7E, 026A00, 026A54, 02BBBA, 032C9E, 0370E8, 053582, 0535EC, 053620, 05E040, 05E5F2]	
FFBE22	123p+  6	[0010E6, 001144, 015650, 0159A6, 01A74C, 01A75E]	
