copyright	zengfr	site:http://github.com/zengfr/romhack
017B14	017B14	[FFBEA8, FFBF88, FFC068]	
017B2A	017B2A	[FFBE2C, FFBF0C, FFBFEC]	
017B44	017B44	[FFBE44, FFBE46, FFBF24, FFBF26, FFC004, FFC006]	
017B58	017B58	[FF8201]	
017BC8	017BC8	[FF8201]	
017C04	017C04	[FF81A6]	
017C10	017C10	[FFCB9A]	
017C40	017C40	[FF8201]	
017C64	017C64	[FFCBEA]	
017CA0	017CA0	[FF81DE]	
017CA4	017CA4	[FF81A8]	
017CBE	017CBE	[FFBEF2, FFBFD2, FFC0B2]	
017CFA	017CFA	[FFBEF2, FFBFD2, FFC0B2]	
017D00	017D00	[FFBE9E, FFBF7E, FFC05E]	
017D14	017D14	[FFBE9E, FFBF7E, FFC05E]	
017D28	017D28	[FFBEF4, FFBFD4, FFC0B4]	
017D36	017D36	[FFBEF4, FFBFD4, FFC0B4]	
017D40	017D40	[FFBEF2, FFBFD2, FFC0B2]	
017D5E	017D5E	[FF81F4]	
017D66	017D66	[FF81F4]	
017D6E	017D6E	[FF81F4]	
017D76	017D76	[FF81F4]	
017D88	017D88	[FF81FA]	
017D90	017D90	[FFBFD6]	
017D96	017D96	[FFBFD1]	
017DAC	017DAC	[FFBEC6]	
017DB8	017DB8	[FFBFA6]	
017DC4	017DC4	[FFC086]	
017DE2	017DE2	[FFBFD8]	
017DE6	017DE6	[FFBFD1]	
017E36	017E36	[FF8201]	
017E4A	017E4A	[FFBEFA]	
017E4E	017E4E	[FFBFDA]	
017E52	017E52	[FFC0BA]	
017E5A	017E5A	[FF81A8]	
017E60	017E60	[FF81A8]	
017E64	017E64	[FF8201]	
017E74	017E74	[FFBEFA]	
017E78	017E78	[FFBFDA]	
017E7C	017E7C	[FFC0BA]	
017E88	017E88	[FFBE1C, FFBEFC, FFBFDC]	
017E8E	017E8E	[FFBEF6, FFBFD6, FFC0B6]	
017E98	017E98	[FFBFD6]	
017E9C	017E9C	[FFBFDA]	
017EA0	017EA0	[FFBEF4, FFBFD4, FFC0B4]	
017EAA	017EAA	[FFBEF4, FFBFD4, FFC0B4]	
017EAE	017EAE	[FFBEFA, FFBFDA, FFC0BA]	
017EB2	017EB2	[FFBEF8, FFBFD8, FFC0B8]	
017EB8	017EB8	[FFBFD8]	
017EBC	017EBC	[FFBFDA]	
017EE2	017EE2	[FF81A8]	
017EF8	017EF8	[FFBEF2, FFBFD2, FFC0B2]	
017F06	017F06	[FFBEFA, FFBFDA, FFC0BA]	
017F0E	017F0E	[FFBEF4, FFBFD4, FFC0B4]	
017F18	017F18	[FFBEF2, FFBFD2, FFC0B2]	
017F7E	017F7E	[FFBEF2, FFBFD2, FFC0B2]	
017F84	017F84	[FFBEFA, FFBFDA, FFC0BA]	
017F8A	017F8A	[FFBEFA, FFBFDA, FFC0BA]	
017F9A	017F9A	[FFBE99, FFBF79, FFC059]	
017FA8	017FA8	[FFBEF2, FFBFD2, FFC0B2]	
017FAC	017FAC	[FFBEFA, FFBFDA, FFC0BA]	
01804C	01804C	[FFBEF1, FFBFD1, FFC0B1]	
018058	018058	[FFBFD2]	
018068	018068	[FFBFD6]	
018070	018070	[FFBEF1, FFC0B1]	
018096	018096	[FFBFD2]	
0180AE	0180AE	[FFBEF2, FFBFD2, FFC0B2]	
0180B6	0180B6	[FFBEF1, FFBFD1, FFC0B1]	
0180D0	0180D0	[FFBFD8]	
0180DA	0180DA	[FFBFD2]	
018B1A	018B1A	[FF8314]	
018B22	018B22	[FF8312]	
018B2A	018B2A	[FF8316]	
018B2E	018B2E	[FF830C]	
018B32	018B32	[FF830E]	
018B36	018B36	[FF8310]	
018C80	018C80	[FFBE3C]	
018C86	018C86	[FFBF1C]	
018C8C	018C8C	[FFBFFC]	
018D62	018D62	[FFBE56, FFBF36, FFC016]	
018F7E	018F7E	[FFBE3C]	
018F8E	018F8E	[FFBF1C]	
018F9E	018F9E	[FFBFFC]	
018FEC	018FEC	[FFBE56, FFBF36, FFC016]	
018FF2	018FF2	[FFBE3C, FFBF1C, FFBFFC]	
019060	019060	[FFBE3C, FFBF1C, FFBFFC]	
019066	019066	[FFBE56, FFBF36, FFC016]	
019116	019116	[FFBE3C]	
019126	019126	[FFBF1C]	
019136	019136	[FFBFFC]	
0191EE	0191EE	[FFBE3C, FFBF1C, FFBFFC]	
0195A6	0195A6	[FFBE24]	
0195AA	0195AA	[FFBF04]	
0195AE	0195AE	[FFBFE4]	
0196AA	0196AA	[FFBE20]	
0196AE	0196AE	[FFBF00]	
0196B2	0196B2	[FFBFE0]	
01A57C	01A57C	[FF8000, FF8002, FF8004, FF8006, FF8008, FF800A, FF800C, FF800E, FF8010, FF8012, FF8014, FF8016, FF8018, FF801A, FF801C, FF801E, FF8020, FF8022, FF8024, FF8026, FF8028, FF802A, FF802C, FF802E, FF8030, FF8032, FF8034, FF8036, FF8038, FF803A, FF803C, FF803E, FF8040, FF8042, FF8044, FF8046, FF8048, FF804A, FF804C, FF804E, FF8050, FF8052, FF8054, FF8056, FF8058, FF805A, FF805C, FF805E, FF8060, FF8062, FF8064, FF8066, FF8068, FF806A, FF806C, FF806E, FF8070, FF8072, FF8074, FF8076, FF8078, FF807A, FF807C, FF807E, FF8080, FF8082, FF8084, FF8086]	
01A598	01A598	[FF8288, FF828A]	
01A5A6	01A5A6	[FF82A8, FF82AA]	
01A5AE	01A5AE	[FF82C8, FF82CA]	
01A5C6	01A5C6	[FFBE3C, FFBE3E]	
01A5CA	01A5CA	[FFBF1C, FFBF1E]	
01A5CE	01A5CE	[FFBFFC, FFBFFE]	
01A5D6	01A5D6	[FFBE3C]	
01A5DA	01A5DA	[FFBF1C, FFBF1E]	
01A5DE	01A5DE	[FFBFFC, FFBFFE]	
01A610	01A610	[FF8188, FF818A, FF818C, FF818E, FF8190, FF8192, FF8194, FF8196, FF8198, FF819A, FF819C, FF819E, FF81A0, FF81A2, FF81A4, FF81A6, FF81A8, FF81AA, FF81AC, FF81AE, FF81B0, FF81B2, FF81B4, FF81B6, FF81B8, FF81BA, FF81BC, FF81BE, FF81C0, FF81C2, FF81C4, FF81C6, FF81C8, FF81CA, FF81CC, FF81CE, FF81D0, FF81D2, FF81D4, FF81D6, FF81D8, FF81DA, FF81DC, FF81DE, FF81E0, FF81E2, FF81E4, FF81E6, FF81E8, FF81EA, FF81EC, FF81EE, FF81F0, FF81F2, FF81F4, FF81F6, FF81F8, FF81FA, FF81FC, FF81FE, FF8200, FF8202, FF8204, FF8206, FF8208, FF820A, FF820C, FF820E, FF8210, FF8212, FF8214, FF8216, FF8218, FF821A, FF821C, FF821E, FF8220, FF8222, FF8224, FF8226, FF8228, FF822A, FF822C, FF822E, FF8230, FF8232, FF8234, FF8236, FF8238, FF823A, FF823C, FF823E, FF8240, FF8242, FF8244, FF8246, FF8248, FF824A, FF824C, FF824E, FF8250, FF8252, FF8254, FF8256, FF8258, FF825A, FF825C, FF825E, FF8260, FF8262, FF8264, FF8266, FF8268, FF826A, FF826C, FF826E, FF8270, FF8272, FF8274, FF8276, FF8278, FF827A, FF827C, FF827E, FF8280, FF8282, FF8284, FF8286]	
01A61C	01A61C	[FFBE98]	
01A622	01A622	[FFBF78]	
01A628	01A628	[FFC058]	
01A62E	01A62E	[FFBE3E]	
01A634	01A634	[FFBF1E]	
01A63A	01A63A	[FFBFFE]	
01A646	01A646	[FF8312]	
01A64A	01A64A	[FF830C]	
01A652	01A652	[FF8316]	
01A656	01A656	[FF8310]	
01A65E	01A65E	[FF8314]	
01A662	01A662	[FF830E]	
01A66A	01A66A	[FF8324]	
01A66E	01A66E	[FF8318]	
01A676	01A676	[FF8326]	
01A67A	01A67A	[FF831A]	
01A682	01A682	[FF8328]	
01A686	01A686	[FF831C]	
01A68E	01A68E	[FF832A]	
01A692	01A692	[FF831E]	
01A69A	01A69A	[FF832C]	
01A69E	01A69E	[FF8320]	
01A74C	01A74C	[FF8288, FF828A, FF828C, FF828E, FF8290, FF8292, FF8294, FF8296, FF8298, FF829A, FF829C, FF829E, FF82A0, FF82A2, FF82A4, FF82A6, FF82A8, FF82AA, FF82AC, FF82AE, FF82B0, FF82B2, FF82B4, FF82B6, FF82B8, FF82BA, FF82BC, FF82BE, FF82C0, FF82C2, FF82C4, FF82C6, FF82C8, FF82CA, FF82CC, FF82CE, FF82D0, FF82D2, FF82D4, FF82D6, FF82D8, FF82DA, FF82DC, FF82DE, FF82E0, FF82E2, FF82E4, FF82E6, FFBE1C, FFBE1E, FFBE20, FFBE22, FFBE24, FFBE26, FFBE28, FFBE2A, FFBE2C, FFBE2E, FFBE30, FFBE32, FFBE34, FFBE36, FFBE38, FFBE3A, FFBE3C, FFBE3E, FFBE40, FFBE42, FFBE44, FFBE46, FFBE48, FFBE4A, FFBE4C, FFBE4E, FFBE50, FFBE52, FFBE54, FFBE56, FFBE58, FFBE5A, FFBE5C, FFBE5E, FFBE60, FFBE62, FFBE64, FFBE66, FFBE68, FFBE6A, FFBE6C, FFBE6E, FFBE70, FFBE72, FFBE74, FFBE76, FFBE78, FFBE7A, FFBE7C, FFBE7E, FFBE80, FFBE82, FFBE84, FFBE86, FFBE88, FFBE8A, FFBE8C, FFBE8E, FFBE90, FFBE92, FFBE94, FFBE96, FFBE98, FFBE9A, FFBE9C, FFBE9E, FFBEA0, FFBEA2, FFBEA4, FFBEA6, FFBEA8, FFBEAA, FFBEAC, FFBEAE, FFBEB0, FFBEB2, FFBEB4, FFBEB6, FFBEB8, FFBEBA, FFBEBC, FFBEBE, FFBEC0, FFBEC2, FFBEC4, FFBEC6, FFBEC8, FFBECA, FFBECC, FFBECE, FFBED0, FFBED2, FFBED4, FFBED6, FFBED8, FFBEDA, FFBEDC, FFBEDE, FFBEE0, FFBEE2, FFBEE4, FFBEE6, FFBEE8, FFBEEA, FFBEEC, FFBEEE, FFBEF0, FFBEF2, FFBEF4, FFBEF6, FFBEF8, FFBEFA, FFBEFC, FFBEFE, FFBF00, FFBF02, FFBF04, FFBF06, FFBF08, FFBF0A, FFBF0C, FFBF0E, FFBF10, FFBF12, FFBF14, FFBF16, FFBF18, FFBF1A, FFBF1C, FFBF1E, FFBF20, FFBF22, FFBF24, FFBF26, FFBF28, FFBF2A, FFBF2C, FFBF2E, FFBF30, FFBF32, FFBF34, FFBF36, FFBF38, FFBF3A, FFBF3C, FFBF3E, FFBF40, FFBF42, FFBF44, FFBF46, FFBF48, FFBF4A, FFBF4C, FFBF4E, FFBF50, FFBF52, FFBF54, FFBF56, FFBF58, FFBF5A, FFBF5C, FFBF5E, FFBF60, FFBF62, FFBF64, FFBF66, FFBF68, FFBF6A, FFBF6C, FFBF6E, FFBF70, FFBF72, FFBF74, FFBF76, FFBF78, FFBF7A, FFBF7C, FFBF7E, FFBF80, FFBF82, FFBF84, FFBF86, FFBF88, FFBF8A, FFBF8C, FFBF8E, FFBF90, FFBF92, FFBF94, FFBF96, FFBF98, FFBF9A, FFBF9C, FFBF9E, FFBFA0, FFBFA2, FFBFA4, FFBFA6, FFBFA8, FFBFAA, FFBFAC, FFBFAE, FFBFB0, FFBFB2, FFBFB4, FFBFB6, FFBFB8, FFBFBA, FFBFBC, FFBFBE, FFBFC0, FFBFC2, FFBFC4, FFBFC6, FFBFC8, FFBFCA, FFBFCC, FFBFCE, FFBFD0, FFBFD2, FFBFD4, FFBFD6, FFBFD8, FFBFDA, FFBFDC, FFBFDE, FFBFE0, FFBFE2, FFBFE4, FFBFE6, FFBFE8, FFBFEA, FFBFEC, FFBFEE, FFBFF0, FFBFF2, FFBFF4, FFBFF6, FFBFF8, FFBFFA, FFBFFC, FFBFFE, FFC000, FFC002, FFC004, FFC006, FFC008, FFC00A, FFC00C, FFC00E, FFC010, FFC012, FFC014, FFC016, FFC018, FFC01A, FFC01C, FFC01E, FFC020, FFC022, FFC024, FFC026, FFC028, FFC02A, FFC02C, FFC02E, FFC030, FFC032, FFC034, FFC036, FFC038, FFC03A, FFC03C, FFC03E, FFC040, FFC042, FFC044, FFC046, FFC048, FFC04A, FFC04C, FFC04E, FFC050, FFC052, FFC054, FFC056, FFC058, FFC05A, FFC05C, FFC05E, FFC060, FFC062, FFC064, FFC066, FFC068, FFC06A, FFC06C, FFC06E, FFC070, FFC072, FFC074, FFC076, FFC078, FFC07A, FFC07C, FFC07E, FFC080, FFC082, FFC084, FFC086, FFC088, FFC08A, FFC08C, FFC08E, FFC090, FFC092, FFC094, FFC096, FFC098, FFC09A, FFC09C, FFC09E, FFC0A0, FFC0A2, FFC0A4, FFC0A6, FFC0A8, FFC0AA, FFC0AC, FFC0AE, FFC0B0, FFC0B2, FFC0B4, FFC0B6, FFC0B8, FFC0BA]	
