copyright	zengfr	site:http://github.com/zengfr/romhack
004A7E	004A7E	[FFBE20, FFBF00, FFBFE0]	
004A82	004A82	[FFCB0C, FFCBEC, FFCCCC, FFCDAC, FFCE8C, FFCF6C, FFD04C, FFD12C]	
004A8C	004A8C	[FFCB44, FFCC24, FFCD04, FFCDE4, FFCEC4, FFCFA4, FFD084]	
004A90	004A90	[FFBE24, FFBF04, FFBFE4]	
004A9C	004A9C	[FFCA86, FFCB66, FFCC46, FFCD26, FFCE06, FFCEE6, FFCFC6, FFD0A6]	
004AA2	004AA2	[FFCB12, FFCBF2, FFCCD2, FFCDB2, FFCE92, FFCF72, FFD052, FFD132]	
004AAA	004AAA	[FFCB10, FFCBF0, FFCCD0, FFCDB0, FFCE90, FFCF70, FFD050, FFD130]	
004AB0	004AB0	[FFCB10, FFCBF0, FFCCD0, FFCDB0, FFCE90, FFCF70, FFD050, FFD130]	
004AB8	004AB8	[FFCA86, FFCB66, FFCC46, FFCD26, FFCE06, FFCEE6, FFCFC6, FFD0A6]	
004ABE	004ABE	[FFCA7C, FFCB5C, FFCC3C, FFCD1C, FFCDFC, FFCEDC, FFCFBC, FFD09C]	
004ACE	004ACE	[FFCA60, FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
004AD2	004AD2	[FFBE20, FFBF00, FFBFE0]	
004ADC	004ADC	[FFCA64, FFCB44, FFCC24, FFCD04, FFCDE4, FFCEC4, FFCFA4, FFD084]	
004AE0	004AE0	[FFBE24, FFBF04, FFBFE4]	
004AF0	004AF0	[FFCB12, FFCBF2, FFCCD2, FFCDB2, FFCE92, FFCF72, FFD052, FFD132]	
004AF8	004AF8	[FFCB12, FFCBF2, FFCCD2, FFCDB2, FFCE92, FFCF72, FFD052, FFD132]	
004AFC	004AFC	[FFBE20, FFBF00, FFBFE0]	
004B00	004B00	[FFCB0C, FFCBEC, FFCCCC, FFCDAC, FFCE8C, FFCF6C, FFD04C, FFD12C]	
004B04	004B04	[FFBE24, FFBF04, FFBFE4]	
004B10	004B10	[FFCA80, FFCB60, FFCC40, FFCD20, FFCE00, FFCEE0, FFCFC0, FFD0A0]	
004B20	004B20	[FFCB60, FFCC40, FFCD20, FFCE00, FFCEE0, FFCFC0, FFD0A0]	
004B24	004B24	[FFCA80, FFCB60, FFCC40, FFCD20, FFCE00, FFCEE0, FFCFC0, FFD0A0]	
004B2A	004B2A	[FFCA80, FFCB60, FFCC40, FFCD20, FFCE00, FFCEE0, FFCFC0, FFD0A0]	
004B30	004B30	[FFCA80, FFCB60, FFCC40, FFCD20, FFCE00, FFCEE0, FFCFC0, FFD0A0]	
004B36	004B36	[FFCA72, FFCB52, FFCC32, FFCD12, FFCDF2, FFCED2, FFCFB2, FFD092]	
004B54	004B54	[FFCB60, FFCC40, FFCD20, FFCE00, FFCEE0, FFCFC0, FFD0A0]	
004B5C	004B5C	[FFCBF4, FFCBF6, FFCCD4, FFCCD6, FFCDB4, FFCDB6, FFCE94, FFCE96, FFCF74, FFCF76, FFD054, FFD056, FFD134, FFD136]	
004B6C	004B6C	[FFCB40, FFCB42, FFCC20, FFCC22, FFCD00, FFCD02, FFCDE0, FFCDE2, FFCEC0, FFCEC2, FFCFA0, FFCFA2, FFD080, FFD082]	
004B76	004B76	[FFCB44, FFCB46, FFCC24, FFCC26, FFCD04, FFCD06, FFCDE4, FFCDE6, FFCEC4, FFCEC6, FFCFA4, FFCFA6, FFD084, FFD086]	
0050EE	0050EE	[FF81E2]	
00510A	00510A	[FFCA87, FFCB67, FFCC47, FFCD27, FFCE07, FFCEE7, FFCFC7, FFD0A7]	
005120	005120	[FFCAFF, FFCBDF, FFCCBF, FFCD9F, FFCE7F, FFCF5F, FFD03F, FFD11F]	
005154	005154	[FFCB03, FFCBE3, FFCCC3, FFCDA3, FFCE83, FFCF63, FFD043, FFD123]	
00515E	00515E	[FFCA87, FFCB67, FFCC47, FFCD27, FFCE07, FFCEE7, FFCFC7, FFD0A7]	
00516C	00516C	[FFCB2C, FFCC0C, FFCCEC, FFCDCC, FFCEAC, FFCF8C, FFD06C, FFD14C]	
005172	005172	[FFCA72, FFCB52, FFCC32, FFCD12, FFCDF2, FFCED2, FFCFB2, FFD092]	
00517A	00517A	[FFCA60, FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
0051C8	0051C8	[FFCA87, FFCB67, FFCD27, FFCE07, FFCEE7, FFCFC7, FFD0A7]	
0051D2	0051D2	[FFCA80, FFCB60, FFCC40, FFCD20, FFCE00, FFCEE0, FFCFC0, FFD0A0]	
0051D8	0051D8	[FFCA92, FFCA94, FFCB72, FFCB74, FFCD32, FFCD34, FFCE12, FFCE14, FFCEF2, FFCEF4, FFCFD2, FFCFD4, FFD0B2, FFD0B4]	
0051E0	0051E0	[FFCB2C, FFCC0C, FFCDCC, FFCEAC, FFCF8C, FFD06C, FFD14C]	
0051EE	0051EE	[FFCA92, FFCA94, FFCB72, FFCB74, FFCC52, FFCC54, FFCD32, FFCD34, FFCE12, FFCE14, FFCEF2, FFCEF4, FFCFD2, FFCFD4, FFD0B2, FFD0B4]	
0051F6	0051F6	[FFCB2C, FFCC0C, FFCCEC, FFCDCC, FFCEAC, FFCF8C, FFD06C, FFD14C]	
0051FE	0051FE	[FFCA86, FFCB66, FFCC46, FFCD26, FFCE06, FFCEE6, FFCFC6, FFD0A6]	
00533E	00533E	[FFCB66, FFCC46, FFCD26, FFCE06, FFCEE6, FFCFC6, FFD0A6]	
005344	005344	[FFCC14, FFCCF4, FFCDD4, FFCEB4, FFCF94, FFD074, FFD154]	
005346	005346	[FFCB5C, FFCC3C, FFCD1C, FFCDFC, FFCEDC, FFCFBC, FFD09C]	
00534C	00534C	[FFCBCC, FFCCAC, FFCD8C, FFCE6C, FFCF4C, FFD02C, FFD10C]	
005354	005354	[FFCB72, FFCB74, FFCC52, FFCC54, FFCD32, FFCD34, FFCE12, FFCE14, FFCEF2, FFCEF4, FFCFD2, FFCFD4, FFD0B2, FFD0B4]	
00535C	00535C	[FFCB64, FFCB66, FFCC44, FFCC46, FFCD24, FFCD26, FFCE04, FFCE06, FFCEE4, FFCEE6, FFCFC4, FFCFC6, FFD0A4, FFD0A6]	
005368	005368	[FFCC09, FFCCE9, FFCDC9, FFCEA9, FFCF89, FFD069, FFD149]	
00536E	00536E	[FFCBF3, FFCCD3, FFCDB3, FFCE93, FFCF73, FFD053, FFD133]	
00538A	00538A	[FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
00538E	00538E	[FFCBD8, FFCCB8, FFCD98, FFCE78, FFCF58, FFD038, FFD118]	
005394	005394	[FFCBEC, FFCCCC, FFCDAC, FFCE8C, FFCF6C, FFD04C, FFD12C]	
00539C	00539C	[FFCB52, FFCC32, FFCD12, FFCDF2, FFCED2, FFCFB2, FFD092]	
0053C0	0053C0	[FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
0053C6	0053C6	[FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
0053D6	0053D6	[FFCBEC, FFCCCC, FFCDAC, FFCE8C, FFCF6C, FFD04C, FFD12C]	
0053DC	0053DC	[FFCB66, FFCC46, FFCD26, FFCE06, FFCEE6, FFCFC6, FFD0A6]	
0053E2	0053E2	[FFCBDF, FFCCBF, FFCD9F, FFCE7F, FFCF5F, FFD03F, FFD11F]	
0053E6	0053E6	[FFCBF0, FFCCD0, FFCDB0, FFCE90, FFCF70, FFD050, FFD130]	
0053F0	0053F0	[FFCBF0, FFCCD0, FFCDB0, FFCE90, FFCF70, FFD050, FFD130]	
005404	005404	[FFCB5B, FFCC3B, FFCD1B, FFCDFB, FFCEDB, FFCFBB, FFD09B]	
00544C	00544C	[FF81CB]	
005466	005466	[FFCFC6]	
00546A	00546A	[FFD03F]	
005470	005470	[FFCB5B, FFCC3B, FFCD1B, FFCDFB, FFCEDB, FFCFBB, FFD09B]	
005480	005480	[FFCB66, FFCC46, FFCD26, FFCEE6, FFCFC6, FFD0A6]	
005486	005486	[FFCBDF, FFCCBF, FFCD9F, FFCF5F, FFD03F, FFD11F]	
00548E	00548E	[FFCFC7, FFD0A7]	
00549E	00549E	[FFCFC7, FFD0A7]	
0054A2	0054A2	[FFCFB2, FFD092]	
0054A8	0054A8	[FFCFC0, FFD0A0]	
0054AC	0054AC	[FFCFA0, FFD080]	
0054BA	0054BA	[FFCFB2]	
0054C0	0054C0	[FFCFC0]	
0054C6	0054C6	[FFD03F, FFD11F]	
0054CC	0054CC	[FFCFA0, FFD080]	
0054E0	0054E0	[FFCFC4, FFD0A4]	
0054E6	0054E6	[FFCBF3, FFCDB3, FFCE93, FFCF73, FFD053, FFD133]	
0054F0	0054F0	[FFCB40, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
0054F4	0054F4	[FFCBD8, FFCD98, FFCE78, FFCF58, FFD038, FFD118]	
00550E	00550E	[FFCB67, FFCC47, FFCD27, FFCE07, FFCEE7, FFCFC7, FFD0A7]	
005524	005524	[FFCBDF, FFCCBF, FFCD9F, FFCE7F, FFCF5F, FFD03F, FFD11F]	
00552C	00552C	[FFCD12]	
00553A	00553A	[FFCB52, FFCD12, FFD092]	
005540	005540	[FFCBDF, FFCCBF, FFCD9F, FFCE7F, FFCF5F, FFD03F, FFD11F]	
005546	005546	[FFCB66, FFCC46, FFCD26, FFCE06, FFCEE6, FFCFC6, FFD0A6]	
00554C	00554C	[FFCB60, FFCC40, FFCD20, FFCE00, FFCEE0, FFCFC0, FFD0A0]	
005550	005550	[FFCB52, FFCC32, FFCD12, FFCDF2, FFCED2, FFCFB2, FFD092]	
005558	005558	[FFCB60, FFCC40, FFCD20, FFCEE0, FFCFC0]	
005568	005568	[FFCB66, FFCC46, FFCD26, FFCEE6, FFCFC6]	
005574	005574	[FFCB60, FFCC40, FFCD20, FFCEE0, FFCFC0]	
00557A	00557A	[FFCB5B, FFCC3B, FFCD1B, FFCEDB, FFCFBB]	
005584	005584	[FFCBF3, FFCCD3, FFCDB3, FFCF73, FFD053]	
00558E	00558E	[FFCB44, FFCC24, FFCD04, FFCEC4, FFCFA4]	
005592	005592	[FFCBDA, FFCCBA, FFCD9A, FFCF5A, FFD03A]	
005598	005598	[FFCB67, FFCC47, FFCD27, FFCEE7, FFCFC7]	
00559E	00559E	[FFCB5B, FFCC3B, FFCD1B, FFCEDB, FFCFBB]	
0055A4	0055A4	[FFCB60, FFCC40, FFCD20, FFCEE0, FFCFC0]	
0055AA	0055AA	[FFCB5B, FFCC3B, FFCFBB]	
0055B0	0055B0	[FFCB52, FFCC32, FFCD12, FFCED2, FFCFB2]	
0055BA	0055BA	[FFCB60, FFCC40, FFCD20, FFCEE0, FFCFC0]	
0055C0	0055C0	[FFCB67, FFCC47, FFCD27, FFCEE7, FFCFC7]	
0055CA	0055CA	[FFCBF3, FFCCD3, FFCDB3, FFCF73, FFD053]	
0055D4	0055D4	[FFCB44, FFCC24, FFCD04, FFCEC4, FFCFA4]	
0055D8	0055D8	[FFCBDA, FFCCBA, FFCD9A, FFCF5A, FFD03A]	
0055E6	0055E6	[FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
0055FC	0055FC	[FFCB64, FFCC44, FFCD24, FFCFC4, FFD0A4]	
005602	005602	[FFCB60, FFCC40, FFCD20, FFCE00, FFCEE0, FFCFC0, FFD0A0]	
00560A	00560A	[FFCBF4, FFCBF6, FFCCD4, FFCCD6, FFCDB4, FFCDB6, FFCE94, FFCE96, FFCF74, FFCF76, FFD054, FFD056, FFD134, FFD136]	
005618	005618	[FFCB40, FFCB42, FFCC20, FFCC22, FFCD00, FFCD02, FFCDE0, FFCDE2, FFCEC0, FFCEC2, FFCFA0, FFCFA2, FFD080, FFD082]	
005622	005622	[FFCB44, FFCB46, FFCC24, FFCC26, FFCD04, FFCD06, FFCDE4, FFCDE6, FFCEC4, FFCEC6, FFCFA4, FFCFA6, FFD084, FFD086]	
005630	005630	[FFCB52, FFCC32, FFCD12, FFCED2, FFCFB2, FFD092]	
005638	005638	[FFCB40, FFCC20, FFCD00, FFCEC0, FFCFA0, FFD080]	
00563C	00563C	[FFCB44, FFCC24, FFCD04, FFCEC4, FFCFA4, FFD084]	
00563E	00563E	[FFC97C, FFCA5C, FFCB3C, FFCC1C, FFCCFC, FFCDDC, FFCEBC, FFCF9C, FFD07C]	
005648	005648	[FFCB52, FFCC32, FFCD12, FFCED2, FFCFB2, FFD092]	
00564C	00564C	[FFCB52, FFCC32, FFCD12, FFCDF2, FFCED2, FFCFB2, FFD092]	
005654	005654	[FFCB5C, FFCC3C, FFCD1C, FFCDFC, FFCEDC, FFCFBC, FFD09C]	
00565C	00565C	[FFCB5C, FFCC3C, FFCD1C, FFCDFC, FFCEDC, FFD09C]	
005664	005664	[FFCB5C, FFCC3C, FFCD1C, FFCDFC, FFD09C]	
00566A	00566A	[FFCB44, FFCC24, FFCD04, FFCEC4, FFCFA4, FFD084]	
005678	005678	[FFD080]	
005698	005698	[FFCB52, FFCC32, FFCD12, FFCDF2, FFCED2, FFCFB2, FFD092]	
00569E	00569E	[FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
0056A2	0056A2	[FFCB44, FFCC24, FFCD04, FFCDE4, FFCEC4, FFCFA4, FFD084]	
0056B6	0056B6	[FFBE20]	
0056C0	0056C0	[FFBE24]	
0056D4	0056D4	[FFBF00]	
0056DE	0056DE	[FFBF04]	
0056F2	0056F2	[FFBFE0]	
0056FC	0056FC	[FFBFE4]	
005712	005712	[FFCB52, FFCC32, FFCD12, FFCDF2, FFCED2, FFCFB2, FFD092]	
005718	005718	[FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
00572C	00572C	[FFBE20]	
00573C	00573C	[FFBF00]	
00574C	00574C	[FFBFE0]	
00575C	00575C	[FFBE20, FFBF00, FFBFE0]	
005760	005760	[FFCA60, FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
0057A4	0057A4	[FFBE20, FFBF00, FFBFE0]	
0057AC	0057AC	[FFCB0C, FFCBEC, FFCCCC, FFCDAC, FFCE8C, FFCF6C, FFD04C, FFD12C]	
0057B6	0057B6	[FFCB0C, FFCBEC, FFCCCC, FFCDAC, FFCE8C, FFCF6C, FFD04C, FFD12C]	
0057BC	0057BC	[FFCA86, FFCB66, FFCC46, FFCD26, FFCE06, FFCEE6, FFCFC6, FFD0A6]	
0057C6	0057C6	[FFCA60, FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
005AC8	005AC8	[FFBE20, FFBF00, FFBFE0, FFCA60, FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
005B88	005B88	[FFBE32, FFBF12, FFBFF2, FFCA72, FFCB52, FFCC32, FFCD12, FFCDF2, FFCED2, FFCFB2, FFD092]	
005BA4	005BA4	[FFBE20, FFBF00, FFBFE0, FFCA60, FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
005BE8	005BE8	[FFBE32, FFBF12, FFBFF2]	
005C00	005C00	[FFBE20, FFBF00, FFBFE0]	
005C44	005C44	[FFBE5C, FFBF3C, FFC01C]	
005C62	005C62	[FFBE20, FFBF00, FFBFE0]	
005CDE	005CDE	[FFBEB2, FFBF92, FFC072, FFCBD2, FFCCB2, FFCD92, FFCE72, FFCF52, FFD032, FFD112]	
005CFA	005CFA	[FFBE20, FFBF00, FFBFE0, FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
005EB4	005EB4	[FF8190]	
005EC2	005EC2	[FF8190]	
005F4A	005F4A	[FF8190]	
006018	006018	[FF81C4]	
006086	006086	[FF8190]	
006150	006150	[FF8190]	
006170	006170	[FF8190]	
0062F2	0062F2	[FF8190]	
006302	006302	[FF8190]	
006324	006324	[FF8190]	
006688	006688	[FF8190]	
0066CA	0066CA	[FFBE58, FFBF38, FFC018, FFCB78, FFCC58, FFCD38, FFCE18, FFCEF8, FFCFD8, FFD0B8]	
00785C	00785C	[FFCA60, FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
007866	007866	[FFCA64, FFCB44, FFCC24, FFCD04, FFCDE4, FFCEC4, FFCFA4, FFD084]	
0078D2	0078D2	[FFBF66, FFC046]	
0078D6	0078D6	[FFBF90, FFC070]	
0078DC	0078DC	[FFCE05]	
0078E6	0078E6	[FFC004, FFC006]	
0078FA	0078FA	[FFC077]	
007922	007922	[FFBF26, FFC006]	
007958	007958	[FFBF2C, FFBF2E, FFC00C, FFC00E]	
00795C	00795C	[FFBF94, FFC074]	
007962	007962	[FFBF26, FFC006]	
007970	007970	[FFBF87, FFC067]	
007976	007976	[FFBF9E, FFC07E]	
00797E	00797E	[FFBF9C, FFC07C]	
007986	007986	[FFBF87, FFC067]	
00798E	00798E	[FFCDF2]	
007992	007992	[FFCE0C]	
00799E	00799E	[FFBF12, FFBFF2, FFCB52, FFCC32, FFCD12, FFCDF2, FFCED2, FFCFB2, FFD092]	
0079A4	0079A4	[FFBE4E, FFBF2E, FFC00E, FFCE0E]	
0079B0	0079B0	[FFBF24, FFBF26, FFCB64, FFCB66, FFCC44, FFCC46, FFCD24, FFCD26, FFCE04, FFCE06, FFCEE4, FFCEE6, FFCFC4, FFCFC6, FFD0A4, FFD0A6]	
0079B6	0079B6	[FFBF95, FFCBD5, FFCCB5, FFCD95, FFCE75, FFCF55, FFD035, FFD115]	
0079BA	0079BA	[FFBE24, FFBF04, FFBFE4, FFCDE4]	
0079C2	0079C2	[FFBF2C, FFCB6C, FFCC4C, FFCD2C, FFCE0C, FFCEEC, FFCFCC, FFD0AC]	
0079CA	0079CA	[FFBF04, FFCB44, FFCC24, FFCD04, FFCDE4, FFCEC4, FFCFA4, FFD084]	
0079E4	0079E4	[FFBE2E, FFBE30, FFBF0E, FFBF10, FFBFEE, FFBFF0, FFCDEE, FFCDF0]	
0079F2	0079F2	[FFBF8A, FFC06A, FFCBCA, FFCCAA, FFCD8A, FFCE6A, FFCF4A, FFD02A, FFD10A]	
0079F8	0079F8	[FFBE32, FFBF12, FFBFF2, FFCDF2]	
007A02	007A02	[FFBE4C, FFBF2C, FFC00C, FFCE0C]	
007A08	007A08	[FFBFE0]	
007A10	007A10	[FFBFE8]	
007A14	007A14	[FFBFEC]	
007A24	007A24	[FFBE20, FFBF00, FFBFE0, FFCDE0]	
007A28	007A28	[FFBF00, FFCB40, FFCC20, FFCD00, FFCDE0, FFCEC0, FFCFA0, FFD080]	
007A2C	007A2C	[FFBE28, FFBF08, FFBFE8, FFCDE8]	
007A30	007A30	[FFBE2C, FFBF0C, FFBFEC, FFCDEC]	
007A36	007A36	[FFBF0C, FFCB4C, FFCC2C, FFCD0C, FFCDEC, FFCECC, FFCFAC, FFD08C]	
007A3A	007A3A	[FFBF08, FFCB48, FFCC28, FFCD08, FFCDE8, FFCEC8, FFCFA8, FFD088]	
007A40	007A40	[FFBF1C, FFBFFC, FFCB5C, FFCC3C, FFCD1C, FFCDFC, FFCEDC, FFCFBC, FFD09C]	
007A54	007A54	[FFBF68, FFC048, FFCBA8, FFCC88, FFCD68, FFCE48, FFCF28, FFD008, FFD0E8]	
007A5A	007A5A	[FFBE4C, FFBF2C, FFC00C, FFCE0C]	
007A62	007A62	[FFCB6D, FFCE0D, FFCEED, FFCFCD, FFD0AD]	
007B24	007B24	[FFCBA6, FFCC86, FFCD66, FFCE46, FFCF26, FFD006, FFD0E6]	
007B2A	007B2A	[FFBE45, FFBF25, FFC005]	
007B34	007B34	[FFCB64, FFCB66, FFCD24, FFCD26, FFCE04, FFCE06, FFCEE4, FFCEE6, FFCFC4, FFCFC6, FFD0A4, FFD0A6]	
007B3A	007B3A	[FFCBD7, FFCD97, FFCE77, FFCF57, FFD037, FFD117]	
007B42	007B42	[FFCB66, FFCC46, FFCD26, FFCE06, FFCEE6, FFCFC6, FFD0A6]	
007B54	007B54	[FFCB6C, FFCB6E, FFCC4C, FFCC4E, FFCD2C, FFCD2E, FFCE0C, FFCE0E, FFCEEC, FFCEEE, FFCFCC, FFCFCE, FFD0AC, FFD0AE]	
007B58	007B58	[FFCBD4, FFCCB4, FFCD94, FFCE74, FFCF54, FFD034, FFD114]	
007B5E	007B5E	[FFCB66, FFCC46, FFCD26, FFCE06, FFCEE6, FFCFC6, FFD0A6]	
007B62	007B62	[FFCBDF, FFCCBF, FFCD9F, FFCE7F, FFCF5F, FFD03F, FFD11F]	
007B66	007B66	[FFCC09, FFCCE9, FFCDC9, FFCEA9, FFCF89, FFD069, FFD149]	
007B6A	007B6A	[FFCBE0, FFCCC0, FFCDA0, FFCE80, FFCF60, FFD040, FFD120]	
007B7C	007B7C	[FFCBC7, FFCCA7, FFCD87, FFCE67, FFCF47, FFD027, FFD107]	
007B88	007B88	[FFCB79, FFCC59, FFCD39, FFCE19, FFCEF9, FFCFD9, FFD0B9]	
007B8E	007B8E	[FFCBC6, FFCCA6, FFCD86, FFCE66, FFCF46, FFD026, FFD106]	
007BF4	007BF4	[FFCBC6, FFCCA6, FFCD86, FFCE66, FFCF46, FFD026, FFD106]	
007C02	007C02	[FFCB79, FFCD39, FFCE19, FFCFD9, FFD0B9]	
007C0A	007C0A	[FFCBC7, FFCD87, FFCE67, FFD027, FFD107]	
007C18	007C18	[FFCBC6, FFCD86, FFCE66, FFD026, FFD106]	
007C1C	007C1C	[FFBE32, FFBF12, FFBFF2]	
007C20	007C20	[FFBE4C, FFBF2C, FFC00C]	
007CB2	007CB2	[FFC006, FFCB66, FFCD26, FFCE06, FFCEE6, FFCFC6, FFD0A6]	
007CC4	007CC4	[FFBFDC, FFCB3C, FFCCFC, FFCDDC, FFCEBC, FFCF9C, FFD07C]	
007CCA	007CCA	[FFC073, FFCBD3, FFCD93, FFCE73, FFCF53, FFD033, FFD113]	
007CD0	007CD0	[FFBFE8, FFCB48, FFCD08, FFCDE8, FFCEC8, FFCFA8, FFD088]	
007CD8	007CD8	[FFCD44]	
007CDC	007CDC	[FFCD3C]	
007CE2	007CE2	[FFCD46]	
007CE8	007CE8	[FFCD26]	
007CEE	007CEE	[FFCD27]	
007D06	007D06	[FFCD68]	
007D12	007D12	[FFCBD3, FFCD93, FFCE73]	
007D1A	007D1A	[FFCB64, FFCB66, FFCD24, FFCD26, FFCE04, FFCE06]	
007D20	007D20	[FFCD3C]	
007D24	007D24	[FFCD00]	
007D2E	007D2E	[FFCD44]	
007D3E	007D3E	[FFCD08]	
007D44	007D44	[FFBFE8, FFBFEA, FFCB48, FFCB4A, FFCD08, FFCD0A, FFCDE8, FFCDEA, FFCEC8, FFCECA, FFCFA8, FFCFAA, FFD088, FFD08A]	
007D4A	007D4A	[FFC006, FFCB66, FFCD26, FFCE06, FFCEE6, FFCFC6, FFD0A6]	
007D5C	007D5C	[FFBFDE, FFCB3E, FFCCFE, FFCDDE, FFCEBE, FFCF9E, FFD07E]	
007D62	007D62	[FFC07C]	
007D70	007D70	[FFC073]	
007D78	007D78	[FFC004, FFC006]	
007D8A	007D8A	[FFCB6E, FFCD2E, FFCE0E, FFCEEE, FFCFCE, FFD0AE]	
007DC8	007DC8	[FFCBB6, FFCC96, FFCD76, FFCE56, FFCF36, FFD016, FFD0F6]	
007DD0	007DD0	[FFCBBE, FFCC9E, FFCD7E, FFCE5E, FFCF3E, FFD01E, FFD0FE]	
007DE2	007DE2	[FFCBDE, FFCCBE, FFCD9E, FFCE7E, FFCF5E, FFD03E, FFD11E]	
007E08	007E08	[FFBE4C, FFBF2C, FFC00C, FFD0AC]	
007E0E	007E0E	[FFBE9E, FFBF7E, FFC05E, FFD0FE]	
007E18	007E18	[FFCB3E, FFCC1E, FFCCFE, FFCDDE, FFCEBE, FFCF9E, FFD07E]	
007E20	007E20	[FFCB3E, FFCC1E, FFCCFE, FFCDDE, FFCEBE, FFCF9E, FFD07E]	
007E46	007E46	[FFBE9E, FFBF7E, FFC05E, FFD0FE]	
007E48	007E48	[FFBEA0, FFBF80, FFC060, FFD100]	
007E52	007E52	[FFBE9E, FFBF7E, FFC05E, FFCBBE, FFCC9E, FFCD7E, FFCE5E, FFCF3E, FFD01E, FFD0FE]	
007E5A	007E5A	[FFBE3C, FFBF1C, FFBFFC, FFCB5C, FFCC3C, FFCD1C, FFCDFC, FFCEDC, FFCFBC, FFD09C]	
007E7E	007E7E	[FFBE28, FFBF08, FFBFE8, FFCB48, FFCC28, FFCD08, FFCDE8, FFCEC8, FFCFA8, FFD088]	
007E84	007E84	[FFBE9E, FFBF7E, FFC05E, FFCBBE, FFCC9E, FFCD7E, FFCE5E, FFCF3E, FFD01E, FFD0FE]	
007E90	007E90	[FFBE7D, FFBF5D, FFC03D, FFCB9D, FFCC7D, FFCD5D, FFCE3D, FFCFFD, FFD0DD]	
007E98	007E98	[FFBEB5, FFBF95, FFC075, FFCBD5, FFCCB5, FFCD95, FFCE75, FFCF55, FFD035, FFD115]	
007E9E	007E9E	[FFBE7C, FFBF5C, FFC03C, FFCB9C, FFCC7C, FFCD5C, FFCE3C, FFCF1C, FFCFFC, FFD0DC]	
007EA2	007EA2	[FFBE7D, FFBF5D, FFC03D, FFCB9D, FFCC7D, FFCD5D, FFCE3D, FFCF1D, FFCFFD, FFD0DD]	
007EA8	007EA8	[FFBE7E, FFBF5E, FFC03E, FFCB9E, FFCC7E, FFCD5E, FFCE3E, FFCF1E, FFCFFE, FFD0DE]	
007EAE	007EAE	[FFBE7E, FFBF5E, FFC03E, FFCB9E, FFCC7E, FFCD5E, FFCE3E, FFCF1E, FFCFFE, FFD0DE]	
007EB2	007EB2	[FFBE7E, FFBF5E, FFC03E, FFCB9E, FFCC7E, FFCD5E, FFCE3E, FFCF1E, FFCFFE, FFD0DE]	
007EBC	007EBC	[FFBE7E, FFBF5E, FFC03E, FFCB9E, FFCD5E, FFCE3E, FFCF1E, FFCFFE, FFD0DE]	
007EC2	007EC2	[FFBF5E, FFCD5E, FFCFFE]	
007ECC	007ECC	[FFBEB5, FFBF95, FFC075, FFCBD5, FFCCB5, FFCD95, FFCE75, FFD035, FFD115]	
007ED2	007ED2	[FFCD7E]	
007F08	007F08	[FFCD95]	
007F10	007F10	[FFBF08, FFBFE8, FFCB48, FFCC28, FFCD08, FFCDE8, FFCEC8, FFCFA8, FFD088]	
007F18	007F18	[FFBE9E, FFBF7E, FFC05E, FFCBBE, FFCC9E, FFCD7E, FFCE5E, FFCF3E, FFD01E, FFD0FE]	
007F20	007F20	[FFBE7F, FFBF5F, FFC03F, FFCB9F, FFCC7F, FFCD5F, FFCE3F, FFCF1F, FFCFFF, FFD0DF]	
007F2A	007F2A	[FFBE7C, FFBF5C, FFC03C, FFCB9C, FFCC7C, FFCD5C, FFCE3C, FFCF1C, FFCFFC, FFD0DC]	
007F2E	007F2E	[FFBE7D, FFBF5D, FFC03D, FFCB9D, FFCC7D, FFCD5D, FFCE3D, FFCF1D, FFCFFD, FFD0DD]	
007F32	007F32	[FFBEB5, FFBF95, FFC075, FFCBD5, FFCCB5, FFCD95, FFCE75, FFCF55, FFD035, FFD115]	
007F3C	007F3C	[FFCC1E, FFCCFE, FFCDDE, FFCEBE, FFCF9E, FFD07E]	
007F42	007F42	[FFCC7F, FFCD5F, FFCE3F, FFCF1F, FFCFFF, FFD0DF]	
007F72	007F72	[FFCCB5, FFCD95, FFCE75, FFCF55, FFD035, FFD115]	
007F7C	007F7C	[FFCDE8, FFCFA8, FFD088]	
007F82	007F82	[FFCE3F, FFCFFF, FFD0DF]	
