copyright	zengfr	site:http://github.com/zengfr/romhack
01D1AE	01D1AE	[21104F]	
01D1B4	01D1B4	[2110AE]	
01D1C4	01D1C4	[21102C, 21102E]	
01D1C8	01D1C8	[211080, 211082]	
01D1D0	01D1D0	[211030, 211032]	
01D1E6	01D1E6	[21108A]	
01D212	01D212	[211080, 211082]	
01D21C	01D21C	[211017]	
01D226	01D226	[2110AE]	
01D232	01D232	[2110B0]	
01D23E	01D23E	[211013]	
01D244	01D244	[211017]	
01D24A	01D24A	[21104F]	
01D25A	01D25A	[2110AC]	
01D268	01D268	[211030, 211032]	
01D272	01D272	[211030, 211032]	
01D276	01D276	[211088, 21108A]	
01D27E	01D27E	[21107F, 21117F]	
01D288	01D288	[2110DE]	
01D28C	01D28C	[21104B]	
01D292	01D292	[2110B0]	
01D298	01D298	[2110A1]	
01D29C	01D29C	[211074, 211076]	
01D2BE	01D2BE	[21106C, 21106E]	
01D2E4	01D2E4	[211004]	
01D2EA	01D2EA	[21103C]	
01D2F0	01D2F0	[2110A3]	
01D2FC	01D2FC	[2110A2, 2111A2]	
01D306	01D306	[2110AC, 2111AC]	
01D316	01D316	[2110A2, 2111A2]	
01D31A	01D31A	[211012, 211112]	
01D330	01D330	[2110D8, 2111D8]	
01D33A	01D33A	[2110AC, 2111AC]	
01D346	01D346	[211062, 211162]	
01D354	01D354	[211062, 211162]	
01D35A	01D35A	[21104F, 21114F]	
01D360	01D360	[211017, 211117]	
01D36A	01D36A	[21104C, 21114C]	
01D374	01D374	[211064, 211164]	
01D37C	01D37C	[21101A, 21111A]	
01D382	01D382	[21101B, 21111B]	
01D388	01D388	[21104C, 21114C]	
01D392	01D392	[2110E9]	
01D3A8	01D3A8	[211007]	
01D3E0	01D3E0	[21104C]	
01D3EC	01D3EC	[211080, 211082]	
01D3F4	01D3F4	[211030, 211032]	
01D3FE	01D3FE	[211030, 211032]	
01D402	01D402	[211088, 21108A]	
01D406	01D406	[211007]	
01D410	01D410	[211080, 211082]	
01D41A	01D41A	[211080, 211082]	
01D428	01D428	[21104C]	
01D430	01D430	[211015]	
01D43E	01D43E	[21108A]	
01D442	01D442	[211007]	
01D456	01D456	[211080, 211082]	
01D45E	01D45E	[21104C]	
01D46A	01D46A	[211080, 211082]	
01D484	01D484	[211107]	
01D496	01D496	[2111A2]	
01D4A0	01D4A0	[2111AC]	
01D4AC	01D4AC	[211180, 211182]	
01D4B0	01D4B0	[211107]	
01D4B6	01D4B6	[211107]	
01D4BE	01D4BE	[211114]	
01D4CA	01D4CA	[2111AC]	
01D4D6	01D4D6	[2111AA]	
01D4DC	01D4DC	[2111AC]	
01D4E6	01D4E6	[211107]	
01D4EE	01D4EE	[211017]	
01D4F8	01D4F8	[211013]	
01D4FE	01D4FE	[211017]	
01D504	01D504	[21104F]	
01D50A	01D50A	[211080, 211082]	
01D50E	01D50E	[21104C]	
01D518	01D518	[2110AC]	
01D522	01D522	[211030, 211032]	
01D528	01D528	[21108A]	
01D52E	01D52E	[211007]	
01D546	01D546	[211030, 211032]	
01D54C	01D54C	[21108A]	
01D56A	01D56A	[211013]	
01D570	01D570	[211017]	
01D576	01D576	[21104F]	
01D57E	01D57E	[211017, 211117]	
01D58E	01D58E	[211013, 211113]	
01D594	01D594	[211017, 211117]	
01D59A	01D59A	[21104F, 21114F]	
01D5A4	01D5A4	[211007, 211107]	
01D5A8	01D5A8	[2110A1, 2111A1]	
01D5AC	01D5AC	[2110A2, 2111A2]	
01D5B2	01D5B2	[211004, 211104]	
01D5B8	01D5B8	[21103C, 21113C]	
01D5C0	01D5C0	[2110E9, 2111E9]	
01D5D0	01D5D0	[2110A2, 2111A2]	
01D5DA	01D5DA	[211012, 211112]	
01D5E4	01D5E4	[211014, 211114]	
01D60A	01D60A	[21104C, 21114C]	
01D616	01D616	[2110A3, 2111A3]	
01D626	01D626	[211012, 211112]	
01D630	01D630	[2110B0, 2111B0]	
01D642	01D642	[2110A3, 2111A3]	
01D660	01D660	[2110A3, 2111A3]	
01D66A	01D66A	[2110A3, 2111A3]	
01D66E	01D66E	[211080, 211082, 211180, 211182]	
01D674	01D674	[21101A, 21111A]	
01D67C	01D67C	[2110A3, 2111A3]	
01D684	01D684	[2110AF, 2111AF]	
01D69E	01D69E	[2110AA, 2111AA]	
01D6A4	01D6A4	[2110AC, 2111AC]	
01D780	01D780	[211017, 211117]	
01D78C	01D78C	[211012, 211112]	
01D796	01D796	[211013, 211113]	
01D79C	01D79C	[211017, 211117]	
01D7A2	01D7A2	[21104F, 21114F]	
01D7AA	01D7AA	[2110A0, 2111A0]	
01D7AE	01D7AE	[2110A7, 2111A7]	
01D7B2	01D7B2	[2110BF, 2111BF]	
01D7B8	01D7B8	[2110AF, 2111AF]	
01D7BE	01D7BE	[2110B0, 2111B0]	
01D7C2	01D7C2	[2110A2, 2111A2]	
01D7C8	01D7C8	[211004, 211104]	
01D7CE	01D7CE	[21103C, 21113C]	
01D874	01D874	[2110A2, 2111A2]	
01D886	01D886	[2110A0, 2111A0]	
01D890	01D890	[2110AA, 2111AA]	
01D896	01D896	[2110AF, 2111AF]	
01D89C	01D89C	[2110B0, 2111B0]	
01D8A4	01D8A4	[2110A2, 2111A2]	
01D8AA	01D8AA	[211004, 211104]	
01D8B0	01D8B0	[21103C, 21113C]	
01D8B8	01D8B8	[2110AC, 2111AC]	
01D8C0	01D8C0	[21101A, 21111A]	
01D8CC	01D8CC	[2110AC, 2111AC]	
01D8D4	01D8D4	[211012, 211112]	
01D8DA	01D8DA	[2110AE, 2111AE]	
01D8F6	01D8F6	[211017, 211117]	
01D8FE	01D8FE	[21104C]	
01D908	01D908	[211013]	
01D90E	01D90E	[211017]	
01D914	01D914	[21104F]	
01D92C	01D92C	[211017, 211117]	
01D936	01D936	[211017, 211117]	
01D93E	01D93E	[21104C, 21114C]	
01D948	01D948	[211013]	
01D94E	01D94E	[211017]	
01D954	01D954	[21104F]	
01D95C	01D95C	[21107F, 21117F]	
01D964	01D964	[211070, 211072, 211170, 211172]	
01D968	01D968	[211017, 211117]	
01D972	01D972	[2110B0, 2111B0]	
01D97A	01D97A	[211016, 211116]	
01D98E	01D98E	[211012, 211112]	
01D9FE	01D9FE	[2110AA, 2111AA]	
01DA0E	01DA0E	[21101A, 21111A]	
01DA6E	01DA6E	[2111AA]	
01DA76	01DA76	[2110AA, 2111AA]	
01DA80	01DA80	[2110AF, 2111AF]	
01DA88	01DA88	[21102C, 21102E, 21112C, 21112E]	
01DA92	01DA92	[211080, 211082, 211180, 211182]	
01DAE4	01DAE4	[211040, 211042, 211140, 211142]	
01DAE8	01DAE8	[21106C, 21106E, 21116C, 21116E, 21196C, 21196E, 211A6C, 211A6E, 211B6C, 211B6E, 211C6C, 211C6E, 211D6C, 211D6E, 211E6C, 211E6E, 211F6C, 211F6E, 21206C, 21206E]	
01DAF2	01DAF2	[211045, 211145]	
01DAF8	01DAF8	[2110AE, 2111AE]	
01DB18	01DB18	[2110D4, 2111D4]	
01DB20	01DB20	[2110D0, 2110D2, 2111D0, 2111D2]	
01DB28	01DB28	[2110D4, 2111D4]	
01DB2C	01DB2C	[2110D0, 2110D2, 2111D0, 2111D2]	
01DB3C	01DB3C	[2110B0, 2111B0]	
01DB44	01DB44	[2110A1, 2111A1]	
01DB4C	01DB4C	[21196C, 21196E, 211A6C, 211A6E, 211B6C, 211B6E, 211C6C, 211C6E, 211D6C, 211D6E, 211E6C, 211E6E, 21206C, 21206E]	
01DB92	01DB92	[2110B1, 2111B1]	
01DB96	01DB96	[211004, 211104]	
01DBA4	01DBA4	[2110D4, 2111D4]	
01DBAE	01DBAE	[21103C, 21113C, 21193C, 211A3C, 211B3C, 211C3C, 211D3C, 211E3C, 211F3C, 21203C]	
01DBBE	01DBBE	[21196C, 21196E, 211C6C, 211C6E, 211E6C, 211E6E]	
01DBE6	01DBE6	[2110C2, 2111C2]	
01DC16	01DC16	[211004, 211104]	
01DC82	01DC82	[2110C2, 2111C2]	
01DC8C	01DC8C	[2110AD, 2111AD]	
01DC90	01DC90	[2110B4, 2110B6, 2111B4, 2111B6]	
01DC94	01DC94	[2110B8, 2110BA, 2111B8, 2111BA]	
01DC9A	01DC9A	[21109A, 21119A]	
01DCE2	01DCE2	[2110C2, 2111C2]	
01DCEC	01DCEC	[211024]	
01DCFA	01DCFA	[2110AD]	
01DD06	01DD06	[211001, 211101]	
01DD0E	01DD0E	[21107E, 21117E]	
01DD16	01DD16	[2110A0, 2111A0]	
01DD22	01DD22	[2110BF, 2111BF]	
01DD30	01DD30	[21103C, 21113C, 21193C, 211A3C, 211B3C, 211C3C, 211D3C, 211E3C, 211F3C]	
01DD44	01DD44	[211024, 211124, 211924, 211A24, 211B24, 211C24, 211D24, 211E24, 211F24]	
01DD48	01DD48	[211024, 211124]	
01DD64	01DD64	[21107F, 21117F]	
01DD72	01DD72	[211002, 211102]	
01DDA4	01DDA4	[21107F, 21117F]	
01DDA8	01DDA8	[2110C2, 2111C2]	
01DDAE	01DDAE	[2110A5, 2111A5]	
01DDB8	01DDB8	[21107F, 21117F, 21197F, 211A7F, 211B7F, 211C7F, 211D7F, 211E7F, 211F7F]	
01DDC2	01DDC2	[211020, 211120]	
01DDC6	01DDC6	[211020, 211120, 211920, 211A20, 211B20, 211C20, 211D20, 211E20, 211F20]	
01DDD2	01DDD2	[21101A, 21111A]	
01DDDE	01DDDE	[21101A, 21111A]	
01DDF6	01DDF6	[211028, 211128]	
01DDFA	01DDFA	[211028, 211128, 211928, 211A28, 211B28, 211C28, 211D28, 211E28, 211F28]	
01DE66	01DE66	[2110C2, 2111C2]	
01DE70	01DE70	[211004, 211104]	
01DE76	01DE76	[21103C, 21113C]	
01DE7A	01DE7A	[211040, 211042, 211140, 211142]	
01DE7E	01DE7E	[211070, 211072, 211170, 211172]	
01DE8C	01DE8C	[21109A, 21119A]	
01DE92	01DE92	[21101A, 21111A]	
01DEA6	01DEA6	[21101A, 21111A]	
01DEAC	01DEAC	[21104C, 21114C]	
01DEB8	01DEB8	[211013, 211113]	
01DEBE	01DEBE	[211017, 211117]	
01DEC4	01DEC4	[21104F, 21114F]	
01DEC8	01DEC8	[2110A0, 2111A0]	
01DECE	01DECE	[2110A7, 2111A7]	
01DED2	01DED2	[2110BF, 2111BF]	
01DEDE	01DEDE	[21107F, 21117F]	
01DF7C	01DF7C	[2110B0]	
01E080	01E080	[2110AA, 2111AA]	
01E086	01E086	[2110AF, 2111AF]	
01E08C	01E08C	[211007, 211107]	
01E090	01E090	[2110A4, 2111A4]	
01E094	01E094	[2110A9, 2111A9]	
01E098	01E098	[2110B4, 2110B6, 2111B4, 2111B6]	
01E116	01E116	[2110B1]	
01E11C	01E11C	[211007]	
01E120	01E120	[2110A4]	
01E124	01E124	[2110A9]	
01E128	01E128	[2110B4, 2110B6]	
01E178	01E178	[2110A7]	
01E1CA	01E1CA	[2111B4, 2111B6]	
01E2FE	01E2FE	[2110B4, 2110B6, 2111B4, 2111B6]	
01E304	01E304	[2110AF, 2111AF]	
01E308	01E308	[2110A3, 2111A3]	
01E310	01E310	[2110A2, 2111A2]	
01E334	01E334	[2110A2, 2111A2]	
01E33E	01E33E	[211004, 211104]	
01E344	01E344	[21103C, 21113C]	
01E496	01E496	[211924, 211E24]	
01E49A	01E49A	[211024, 211124]	
01E4A4	01E4A4	[211024, 211124]	
01E4A8	01E4A8	[211924, 211A24, 211B24, 211C24, 211D24, 211E24, 212024]	
01E4B4	01E4B4	[211020, 211120]	
01E4B8	01E4B8	[211920, 211C20]	
01E4C2	01E4C2	[21104E, 21114E]	
01E4D2	01E4D2	[211046, 211146]	
01E4E0	01E4E0	[21103C, 21113C]	
01E4EA	01E4EA	[2110A7, 2111A7]	
01E4EE	01E4EE	[2110BF, 2111BF]	
01E4F4	01E4F4	[2110B0, 2111B0]	
01E4FA	01E4FA	[2110A8, 2111A8]	
01E500	01E500	[211004, 211104]	
01E50A	01E50A	[2110B0, 2111B0]	
01E50E	01E50E	[211045, 211145]	
01E51E	01E51E	[21101A, 21111A]	
01E522	01E522	[21104E, 21114E]	
01E532	01E532	[2110B0, 2111B0]	
01E536	01E536	[211013, 211113]	
01E53C	01E53C	[211017, 211117]	
01E542	01E542	[21104F, 21114F]	
01E54C	01E54C	[2110A8, 2111A8]	
01E552	01E552	[2110DE, 2111DE]	
01E558	01E558	[2110AE, 2111AE]	
01E55E	01E55E	[211004, 211104]	
01E564	01E564	[211078, 211178]	
01E572	01E572	[2110AC, 2111AC]	
01E576	01E576	[21104E, 21114E]	
01E580	01E580	[2110AC, 2111AC]	
01E586	01E586	[2110AD, 2111AD]	
01E5A0	01E5A0	[21104E, 21114E]	
01E5A6	01E5A6	[21101A, 21111A]	
01E5B2	01E5B2	[211078, 211178]	
01E5C0	01E5C0	[211062, 211162]	
01E5C4	01E5C4	[21103F, 21113F]	
01E5CA	01E5CA	[2110A0, 2111A0]	
01E5CE	01E5CE	[2110BF, 2111BF]	
01E5D4	01E5D4	[2110AA, 2111AA]	
01E5DA	01E5DA	[2110E9, 2111E9]	
01E5E0	01E5E0	[21103C, 21113C]	
01E5E4	01E5E4	[21104C, 21114C]	
01E610	01E610	[21103C, 21113C]	
01E614	01E614	[211004, 211104]	
01E626	01E626	[2110B0, 2111B0]	
01E638	01E638	[21107F, 21117F]	
01E648	01E648	[2110E9, 2111E9]	
01E650	01E650	[21107F, 21117F]	
01E66E	01E66E	[2110AE, 2111AE]	
01E674	01E674	[2110CE, 2111CE]	
01E678	01E678	[21109C, 21109E, 21119C, 21119E]	
01E69A	01E69A	[2110AE, 2111AE]	
01E6C6	01E6C6	[211004, 211104, 211204]	
01E6D0	01E6D0	[2110AA, 2111AA]	
01E6DA	01E6DA	[211900, 211A00, 211B00, 211C00, 211D00, 211E00, 211F00, 212000]	
01E6E4	01E6E4	[2119A0, 211AA0, 211BA0, 211CA0, 211DA0, 211EA0, 211FA0, 2120A0]	
01E6EE	01E6EE	[211020, 211120, 211920, 211A20, 211B20, 211C20, 211D20, 211E20, 211F20, 212020]	
01E6F2	01E6F2	[211020, 211120]	
01E6F6	01E6F6	[211028, 211128, 211928, 211A28, 211B28, 211C28, 211D28, 211E28, 211F28, 212028]	
01E6FA	01E6FA	[211028, 211128]	
01E704	01E704	[21101A, 21111A, 21191A, 211A1A, 211B1A, 211C1A, 211D1A, 211E1A, 211F1A, 21201A]	
01E708	01E708	[21101A, 21111A]	
01E71A	01E71A	[2110AE, 2111AE]	
01E732	01E732	[21103C, 21113C, 21193C, 211A3C, 211B3C, 211C3C, 211D3C, 211E3C, 211F3C, 21203C]	
01E74E	01E74E	[211024, 211124]	
01E752	01E752	[211024, 211124, 211924, 211A24, 211B24, 211C24, 211D24, 211E24, 211F24]	
01E792	01E792	[211024, 211124]	
01E796	01E796	[211024, 211124, 211924, 211A24, 211B24, 211C24, 211D24, 211E24, 211F24]	
01E7A0	01E7A0	[21107F, 21117F, 21197F, 211A7F, 211B7F, 211C7F, 211D7F, 211E7F, 211F7F]	
01E7A8	01E7A8	[21109C, 21109E, 21119C, 21119E]	
01E7AE	01E7AE	[2110AE, 2111AE]	
01E7B2	01E7B2	[211080, 211082, 211180, 211182, 211980, 211982, 211A80, 211A82, 211B80, 211B82, 211C80, 211C82, 211D80, 211D82, 211E80, 211E82, 211F80, 211F82, 212080, 212082]	
01E7BA	01E7BA	[2110CE, 2111CE]	
01E7C2	01E7C2	[21103C, 21113C, 21193C, 211A3C, 211B3C, 211C3C, 211D3C, 211E3C, 211F3C, 21203C]	
01E7DE	01E7DE	[21107F, 21117F, 21197F, 211A7F, 211B7F, 211C7F, 211D7F, 211E7F, 211F7F, 21207F]	
01E7EA	01E7EA	[211024, 211124]	
01E7EE	01E7EE	[211024, 211124, 211924, 211A24, 211B24, 211C24, 211D24, 211E24, 211F24, 212024]	
01E804	01E804	[211013, 211113]	
01E80A	01E80A	[211017, 211117]	
01E810	01E810	[21104F, 21114F]	
01E816	01E816	[2110AD, 2111AD]	
01E81C	01E81C	[2110B0, 2111B0]	
01E822	01E822	[2110AC, 2111AC]	
01E832	01E832	[21104C, 21114C]	
01E844	01E844	[21101A, 21111A]	
01E846	01E846	[21101B, 21111B]	
01E84A	01E84A	[21101B, 21111B]	
01E856	01E856	[21104C, 21114C]	
01E862	01E862	[2110AC, 2111AC]	
01E872	01E872	[2110A0, 2111A0]	
01E878	01E878	[2110A7, 2111A7]	
01E888	01E888	[2110AF, 2111AF]	
01E892	01E892	[21105A, 21115A]	
01E896	01E896	[2110BF, 2111BF]	
01E8C6	01E8C6	[2110DC, 2111DC]	
01E8DC	01E8DC	[2110AC, 2111AC]	
01ECEA	01ECEA	[2110AA, 2111AA]	
01ECF0	01ECF0	[2110AC, 2111AC]	
01ECF6	01ECF6	[2110AF, 2111AF]	
01ED12	01ED12	[2110AC, 2111AC]	
01ED16	01ED16	[21101A, 21111A]	
01ED22	01ED22	[2110AC, 2111AC]	
01ED2A	01ED2A	[2110AC, 2111AC]	
01ED32	01ED32	[21101A, 21111A]	
01ED3C	01ED3C	[2110AC, 2111AC]	
01ED44	01ED44	[2110AA, 2111AA]	
01ED4A	01ED4A	[2110AC, 2111AC]	
01ED50	01ED50	[2110AF, 2111AF]	
01ED56	01ED56	[211008, 211108]	
01ED5A	01ED5A	[211048, 211148]	
01ED60	01ED60	[2110E9, 2111E9]	
01ED64	01ED64	[21104C, 21114C]	
01ED6E	01ED6E	[21108A, 21118A]	
01ED90	01ED90	[211013, 211113]	
01ED96	01ED96	[211017, 211117]	
01ED9C	01ED9C	[21104F, 21114F]	
01EDA0	01EDA0	[2110A0, 2111A0]	
01EDA4	01EDA4	[2110A2, 2111A2]	
01EDAA	01EDAA	[2110AE, 2111AE]	
01EDB8	01EDB8	[2110AC, 2111AC]	
01EDCE	01EDCE	[211013, 211113]	
01EDD4	01EDD4	[211017, 211117]	
01EDDA	01EDDA	[21104F, 21114F]	
01EDFC	01EDFC	[21104C, 21114C]	
01EE06	01EE06	[211080, 211082, 211180, 211182]	
01EE0C	01EE0C	[211030, 211032, 211130, 211132]	
01F014	01F014	[2110AA, 2111AA]	
01F022	01F022	[211038, 21103A, 211138, 21113A]	
01F026	01F026	[211024, 211026, 211124, 211126]	
01F02A	01F02A	[211030, 211032, 211130, 211132]	
01F030	01F030	[2110E9, 2111E9]	
01F036	01F036	[2110B1, 2111B1]	
01F03E	01F03E	[21104C, 21114C]	
01F04A	01F04A	[211080, 211082, 211180, 211182]	
01F04E	01F04E	[211084, 211086, 211184, 211186]	
01F0F4	01F0F4	[211078, 211178]	
01F0FC	01F0FC	[211078, 211178]	
01F104	01F104	[211079, 211179]	
01F118	01F118	[211079, 211179]	
01F128	01F128	[211079, 211179]	
01F146	01F146	[211079, 211179]	
01F152	01F152	[211004, 211104]	
01F15C	01F15C	[211012, 211112]	
01F170	01F170	[211001, 211101]	
01F178	01F178	[21107E, 21117E]	
01F182	01F182	[2110AF, 2111AF]	
01F18C	01F18C	[21104F, 21114F]	
01F196	01F196	[2110AD, 2111AD]	
01F19C	01F19C	[21104F, 21114F]	
01F1A6	01F1A6	[2110AD, 2111AD]	
01F1AC	01F1AC	[2110A0, 2111A0]	
01F1BA	01F1BA	[211017, 211117]	
01F1C4	01F1C4	[2110AD, 2111AD]	
01F1CC	01F1CC	[21109A, 21119A]	
01F1D4	01F1D4	[2110AD, 2111AD]	
01F1E0	01F1E0	[21104C, 21114C]	
01F1EE	01F1EE	[21109A, 21119A]	
01F1F4	01F1F4	[2110A6, 2111A6]	
01F228	01F228	[2110A0, 2111A0]	
01F230	01F230	[2110BD, 2111BD, 2112BD]	
01F232	01F232	[2110BE, 2111BE, 2112BE]	
01F236	01F236	[2110BC, 2111BC, 2112BC]	
01F238	01F238	[2110BD, 2111BD, 2112BD]	
01F240	01F240	[2110BC, 2111BC, 2112BC]	
01F24E	01F24E	[2110D8, 2111D8, 2112D8]	
01F254	01F254	[2110C6, 2111C6, 2112C6]	
01F258	01F258	[211004, 211104, 211204]	
01F262	01F262	[21104C, 21114C]	
01F306	01F306	[21103C, 21113C, 21193C, 211A3C, 211B3C, 211C3C, 211D3C, 211E3C, 21203C]	
01F312	01F312	[21106C, 21106E, 21116C, 21116E, 21196C, 21196E, 211A6C, 211A6E, 211B6C, 211B6E, 211C6C, 211C6E, 211D6C, 211D6E, 211E6C, 211E6E, 21206C, 21206E]	
01F372	01F372	[21196C, 21196E, 211A6C, 211A6E, 211B6C, 211B6E, 211C6C, 211C6E, 211D6C, 211D6E, 211E6C, 211E6E, 21206C, 21206E]	
01F37E	01F37E	[21196C, 21196E, 211A6C, 211A6E, 211B6C, 211B6E, 211C6C, 211C6E, 211D6C, 211D6E, 211E6C, 211E6E, 21206C, 21206E]	
01F38A	01F38A	[21196C, 21196E, 211A6C, 211A6E, 211B6C, 211B6E, 211C6C, 211C6E, 211D6C, 211D6E, 211E6C, 211E6E, 21206C, 21206E]	
01F3A2	01F3A2	[211062, 211162]	
01F3AA	01F3AA	[211062, 211162]	
01F3B4	01F3B4	[211062, 211162]	
01F3BC	01F3BC	[211162]	
01F3C4	01F3C4	[211062, 211162]	
01F530	01F530	[211049, 211149]	
01F540	01F540	[211049, 211149]	
01F546	01F546	[211049, 211149]	
01F556	01F556	[211049, 211149]	
01F560	01F560	[211048, 211148]	
01F5B8	01F5B8	[211009, 211109]	
01F5BC	01F5BC	[211048, 211148]	
01F5C2	01F5C2	[2110A7, 2111A7]	
01F5C6	01F5C6	[2110A8, 2111A8]	
01F5CC	01F5CC	[2110A8, 2111A8]	
01F5D6	01F5D6	[211021, 211121]	
01F5DE	01F5DE	[2111A8]	
01F5EC	01F5EC	[2111A8]	
01F5F4	01F5F4	[211007, 211107]	
01F5F8	01F5F8	[211008, 211108]	
01F5FC	01F5FC	[211048, 211148]	
01F600	01F600	[2110A2, 2110A4, 2111A2, 2111A4]	
01F604	01F604	[2110A8, 2111A8]	
01F608	01F608	[2110C0, 2111C0]	
01F610	01F610	[211008, 211108]	
01F614	01F614	[211048, 211148]	
01F618	01F618	[2110A2, 2111A2]	
01F61C	01F61C	[2110A5, 2111A5]	
01F620	01F620	[2110A8, 2111A8]	
01F624	01F624	[2110C0, 2111C0]	
01F62C	01F62C	[211007, 211107]	
01F630	01F630	[21100A, 21110A]	
01F634	01F634	[2110A2, 2111A2]	
01F844	01F844	[211004, 211104, 211204]	
01F84E	01F84E	[211020, 211022, 211120, 211122]	
01F852	01F852	[211001, 211101]	
01F85A	01F85A	[21107E, 21117E]	
01F862	01F862	[21102C, 21102E, 21112C, 21112E]	
01F86E	01F86E	[2110A8, 2111A8]	
01F8AA	01F8AA	[21107F]	
01F8C4	01F8C4	[21117F]	
01F8EC	01F8EC	[211070, 211072, 211170, 211172]	
01F8FA	01F8FA	[211004, 211104, 211204]	
01F90E	01F90E	[21107F, 21117F]	
01F91C	01F91C	[211020, 211022, 211120, 211122]	
01F924	01F924	[2110A8, 2111A8]	
01F946	01F946	[211001, 211101]	
01F94E	01F94E	[21107E, 21117E]	
01F958	01F958	[21102C, 21102E, 21112C, 21112E]	
01F96E	01F96E	[211028, 21102A, 211128, 21112A]	
01F972	01F972	[211034, 211036, 211134, 211136]	
01F990	01F990	[21102C, 21102E]	
01F996	01F996	[21102C, 21102E]	
01F99E	01F99E	[21102C, 21102E]	
01F9A4	01F9A4	[21102C, 21102E]	
01F9AA	01F9AA	[21102C, 21112C]	
01FAE6	01FAE6	[211001, 211101, 211901, 211A01, 211B01, 211C01, 211D01, 211E01, 212001]	
01FAEE	01FAEE	[21107E, 21117E, 21197E, 211E7E]	
01FAF8	01FAF8	[21107E, 21117E, 21197E, 211A7E, 211B7E, 211C7E, 211D7E, 211E7E, 21207E]	
01FAFE	01FAFE	[21107E, 21117E]	
01FB06	01FB06	[211001, 211101, 211901, 211A01, 211B01, 211C01, 211D01, 211E01, 212001]	
01FB0A	01FB0A	[211001, 211101]	
01FB44	01FB44	[21194C, 211A4C, 211B4C, 211C4C, 211D4C, 211E4C, 21204C]	
01FC70	01FC70	[21194D, 211A4D, 211B4D, 211C4D, 211D4D, 211E4D, 21204D]	
01FD04	01FD04	[211044, 211144]	
01FD08	01FD08	[21105A, 21115A, 21195A, 211A5A, 211B5A, 211C5A, 211D5A, 211E5A, 21205A]	
01FD1A	01FD1A	[21105A, 21115A]	
01FD92	01FD92	[21104E, 21114E]	
01FD98	01FD98	[211020, 211120, 211920, 211A20, 211B20, 211C20, 211D20, 211E20, 212020]	
01FD9C	01FD9C	[211020, 211120]	
01FDA2	01FDA2	[211020, 211120]	
01FDAE	01FDAE	[211024, 211124, 211924, 211A24, 211B24, 211C24, 211D24, 211E24, 212024]	
01FDB6	01FDB6	[211028, 211128]	
01FDFE	01FDFE	[21103C, 21113C]	
01FE06	01FE06	[21103C, 21113C]	
01FE40	01FE40	[211901, 211B01, 211C01, 211E01, 211F01]	
01FE4A	01FE4A	[21197F, 211B7F, 211C7F, 211F7F]	
01FE52	01FE52	[21197E, 211B7E, 211C7E, 211F7E]	
01FE60	01FE60	[21197E, 211B7E, 211C7E, 211F7E]	
01FE66	01FE66	[21197F, 211B7F, 211C7F, 211F7F]	
01FE74	01FE74	[21197F, 211B7F, 211C7F, 211E7F, 211F7F]	
01FE7C	01FE7C	[21197E, 211B7E, 211C7E, 211F7E]	
01FE82	01FE82	[21197F, 211B7F, 211C7F, 211F7F]	
01FE90	01FE90	[21197F, 211B7F, 211C7F, 211F7F]	
01FE98	01FE98	[211901, 211B01, 211C01, 211F01]	
01FE9E	01FE9E	[21197F, 211B7F, 211C7F, 211F7F]	
01FEA6	01FEA6	[211901, 211B01, 211C01, 211F01]	
01FEC4	01FEC4	[211970, 211972]	
01FECA	01FECA	[21107F, 21117F]	
01FEE6	01FEE6	[21197E]	
01FF04	01FF04	[2110B1, 2111B1]	
01FF0A	01FF0A	[21104C, 21114C]	
01FF12	01FF12	[211070, 211072]	
01FF16	01FF16	[21194C, 211A4C, 211B4C, 211C4C]	
01FF2C	01FF2C	[211A12, 211B12]	
01FF38	01FF38	[2110B1]	
01FF54	01FF54	[21106C, 21106E, 21116C, 21116E, 21196C, 21196E, 211A6C, 211A6E, 211D6C, 211D6E]	
01FFC6	01FFC6	[21101A, 21111A]	
01FFEA	01FFEA	[2110B0, 2111B0]	
01FFFE	01FFFE	[21101A, 21111A]	
02005A	02005A	[21107F, 21117F]	
02006E	02006E	[211004]	
02007A	02007A	[211104]	
020086	020086	[211204]	
020098	020098	[2110A0, 2111A0]	
02009C	02009C	[2110A8, 2111A8]	
0200A2	0200A2	[2110B0, 2111B0]	
0200AA	0200AA	[2110A1, 2111A1]	
0200B0	0200B0	[2110B0, 2111B0]	
0200B6	0200B6	[2110DF, 2111DF]	
0200BE	0200BE	[2110B1, 2111B1, 2112B1]	
0200C6	0200C6	[211040, 211042, 211140, 211142]	
0200CA	0200CA	[21102C, 21102E, 21112C, 21112E]	
0200CE	0200CE	[211030, 211032, 211130, 211132]	
0200D2	0200D2	[211045, 211145]	
0200F4	0200F4	[211000, 211100, 211200]	
0200FC	0200FC	[211004, 211104]	
020110	020110	[211001, 211101]	
020114	020114	[21103F, 21113F]	
020118	020118	[21102C, 21102E, 21112C, 21112E]	
02011C	02011C	[211034, 211036, 211134, 211136]	
020120	020120	[2110BF, 2111BF]	
02012C	02012C	[2110A0, 2111A0]	
020132	020132	[2110B0, 2111B0]	
020136	020136	[2110C8, 2111C8]	
02013E	02013E	[211004, 211104]	
020158	020158	[2112AF]	
02015C	02015C	[2110AF]	
020160	020160	[2111AF]	
020168	020168	[211204]	
020170	020170	[211104]	
020178	020178	[211004]	
02018C	02018C	[2110C8, 2111C8]	
020196	020196	[2111AF, 2112AF]	
