copyright	zengfr	site:http://github.com/zengfr/romhack
211B96	enemy+96	[00996E, 03E362, 045D8C, 046116, 04A590]	
211B97	enemy+97	[0448A2, 0448DA, 0449B2, 0451DC, 045B0C, 0548DC]	
211B98	enemy+98	[00996E, 03E362, 03FDCC, 03FDD6, 04A590, 04A8FE, 04C5C8, 04C660, 04C66A, 04E4DE, 04E556, 04E560, 050D88, 054412, 055CB2, 055D48, 055D52, 05EC60, 05EC72]	
211B99	enemy+99	[03E952, 040D20, 040DAC, 040DE8, 040E12, 040EDE, 040F3C, 040FA0, 040FF2, 0410EA, 041130, 0417EC, 04186A, 041A2C, 041B28, 041C1A, 041D2A, 041D9C, 041DA6, 041E68, 041E88, 041EF2, 041F22, 041FB8, 042082, 0420E6, 0422F8, 042310, 0423CE, 04240C, 04242C, 042446, 042738, 04277E, 042786, 042B28, 042B4A, 042B78, 042D82, 042ECE, 042FF0, 0430B0, 043176, 043252, 04335A, 043448, 0434DA, 043582, 043B04, 05EC80, 05EC86]	
211B9A	enemy+9A	[00996E, 03E362, 03E958, 03EDD2, 042372, 04A590]	
211B9B	enemy+9B	[05F256, 05F6F6, 05F716, 05FC2C, 05FC72, 05FCA2]	
211B9C	enemy+9C	[00996E, 03E362, 03EF82, 04007A, 04A590]	
211B9D	enemy+9D	[02C19E, 02C2FA, 02C53E, 03EFA0, 03F262, 03F2A4, 03F4A0, 03F4E2, 03F6D6, 03F70C, 03F726, 03FA9C, 03FB40, 041C58, 041D76, 0666E4]	
211B9E	enemy+9E	[00996E, 02C2CA, 02C36E, 03E362, 03EF4A, 03F06E, 03FFEE, 03FFFA, 040EE4, 040F5A, 040F6C, 0410AE, 0416D8, 0417F2, 041810, 04181A, 04182A, 041834, 041846, 0418BA, 041920, 041A14, 041D30, 041D80, 041E04, 041E50, 041F9C, 042D22, 042D92, 043030, 043B88, 043C98, 043E68, 043EAC, 044972, 0449DE, 044A7E, 044E9C, 044F8E, 04A590, 04EA48, 04EACC, 05086A, 05F036, 05F2AE]	
211B9F	enemy+9F	[03FF8C, 043BDA, 043BE2, 04499E, 044B64, 045D86]	
211BA0	enemy+A0	[00996E, 01E6E4, 02BE36, 02BE3C, 02C22C, 03E362, 03EABC, 03EF5E, 03FDFC, 03FEA0, 03FF5E, 03FF86, 04027A, 0402EE, 0402F8, 040372, 040796, 040850, 040956, 04095C, 043B1A, 043B28, 043B4E, 043C0E, 043C24, 043C6C, 043C8C, 043CC8, 043CD2, 043CE8, 043E22, 044326, 04433E, 04444C, 0444C6, 0445B6, 044606, 04464C, 044A08, 044EA2, 044FF0, 045030, 045100, 0451E2, 045B12, 045E6C, 04610A, 046110, 04A590, 04CD14, 04CD86, 04CDCA, 04CE26, 04CE96, 04CED4, 04ED00, 04F67A, 04F902, 050896, 05097A, 0509BA, 0548AA]	
211BA1	enemy+A1	[02C3B8, 02C5B0, 03EACE, 03EBDA, 03EC14, 03EED8, 03EEEE, 03F052, 03FEB2, 03FED8, 03FEDE, 03FFD2, 03FFDC, 03FFF4, 040004, 04012C, 0406FC, 040CAA, 040E1C, 040F7A, 0410F0, 041166, 041746, 041796, 0418E0, 041A0E, 041A36, 041ABC, 041B32, 041BC8, 041C24, 041D60, 041D6C, 041DB2, 041E72, 041EFC, 041F48, 041F54, 041FC2, 041FCA, 042130, 042308, 04234C, 042402, 042778, 0427DE, 042D62, 042D88, 042DB6, 042E0E, 042E56, 042ED8, 042EE0, 042F18, 0430BA, 04322C, 043352, 043B0E, 044898, 044958, 044994, 0449AA, 0449BC, 044A8A, 044C5C, 04628E, 04A8DC, 04AA9E, 04AAEA, 04AB74, 04C5A6, 04CA9C, 04CB0C, 04CBBC, 04CD3C, 04CE62, 04CF70, 04E4BC, 04EA6C, 04EB26, 04ED92, 04F9B2, 050BBC, 050D66, 0543F6, 05498C, 055C90, 055F24, 05604C, 0660D4, 06610C, 066112, 0666BA, 0666CC]	
211BA2	enemy+A2	[00996E, 02BE2A, 02BE30, 03E362, 03EF54, 03EF68, 03EF72, 03EF78, 03EFD0, 03EFEA, 03EFF0, 03F03E, 03F062, 03F118, 03F12C, 03F144, 03F158, 03F16C, 03F194, 03F1BE, 03F1C6, 03F32C, 03F3E6, 03F75C, 03FB68, 03FEA6, 03FFBE, 040136, 040974, 040D84, 040F92, 04193E, 041AF4, 041C00, 041E22, 041EC6, 041F92, 042588, 04312C, 043C92, 044F98, 044FD2, 04A590, 04ED1C, 04ED46, 04F74A, 0508BA, 0508EC, 050AA4, 0548A4, 05F7FE, 05FB90, 05FBB6, 066620, 0666B6, 0666C8]	
211BA3	enemy+A3	[03EBF6, 03EC30, 0400C2, 040D0A, 041730, 041780, 0417D6, 041D14, 0420AC, 0423A0, 042504, 042DE0, 042E38, 042E80, 042F9E, 0432C4, 0433D4, 04F664]	
211BA4	enemy+A4	[00996E, 03E362, 03EB7A, 03EBA0, 040024, 040A9C, 040B08, 040BA0, 040D58, 040E4A, 040EEA, 0410CE, 04184C, 041A92, 041B8E, 041CC2, 041D36, 041E78, 041F02, 0420F8, 0423BA, 04251C, 0426EA, 042F42, 04306C, 0430F2, 0431B6, 04327A, 0432F2, 043382, 043496, 04352C, 0435D2, 04A590, 04CA70, 04CACC, 04CB4A, 04ECEA, 04F76A, 0508D6, 055EF0, 05F260, 05F27C, 05F28C, 05F83E, 05FC36]	
211BA5	enemy+A5	[040A9E]	
211BA6	enemy+A6	[00996E, 03E362, 040EF4, 040F40, 040FB2, 041856, 0418AA, 0419C6, 041A96, 041AC4, 041B92, 041BD0, 041C6E, 041D40, 041E4A, 041E7C, 041E96, 041F06, 041F26, 041F62, 04A590]	
211BA7	enemy+A7	[040F52, 0410CA, 04116E, 04117A, 041D54, 041DBA, 041DC2, 041DC6, 041F2C, 041FD2, 041FDE]	
211BA8	enemy+A8	[00996E, 03E362, 0406AC, 040730, 0407D4, 0408C6, 040B10, 040CCC, 040D26, 040D9A, 040DF4, 040F00, 040F46, 040FBE, 04102C, 0416E2, 04192A, 041AA8, 041BA4, 041BB4, 041D8A, 041E0E, 041F18, 04206E, 0420DE, 04231A, 04232E, 042342, 0427A4, 042AD8, 042B54, 042D96, 042FCC, 04308C, 043152, 04325A, 043424, 0434B8, 04355E, 04A590, 04AABE, 04BF66, 04CA7A, 04CE1C, 04CEE2, 04EA8C, 04F68A, 04F984, 050206, 0509C0, 050A52, 055EE4]	
211BAA	enemy+AA	[00996E, 03E362, 040AB0, 044522, 044FAC, 04A590, 04F970]	
211BAC	enemy+AC	[00996E, 03E35E, 04069C, 040734, 04077E, 0407D8, 04082C, 0408CA, 040B14, 040CD6, 040DA4, 040E0A, 040F0A, 040FE0, 041042, 0416EC, 0417F8, 041862, 041934, 041AB2, 041BBE, 041D94, 041E18, 041FB0, 042064, 0420D4, 042324, 042338, 042530, 04254C, 0427AE, 042D9A, 042FD6, 04303A, 043096, 043112, 04315C, 04325E, 04342E, 0434C2, 043568, 04A58C, 04AAB4, 04CA84, 04CAE2, 04CE12, 04CEDA, 04EA82, 04F680, 04F97A, 050234, 050A48, 055EDA]	
211BAE	enemy+AE	[00996E, 03E35E, 03EDB6, 04117E, 041C7A, 0423C4, 042B36, 042F5A, 043076, 043102, 043392, 0434A0, 04353C, 04A58C, 05F722, 05F834, 05F84A, 05FB58, 05FB72, 05FBA2]	
211BB0	enemy+B0	[00996E, 03E35E, 03EDBA, 04A58C]	
211BB2	enemy+B2	[00996E, 03E35E, 03EDBA, 04A58C]	
211BB4	enemy+B4	[00996E, 03E35E, 03EDBE, 04A58C]	
211BB6	enemy+B6	[00996E, 03E35E, 03EDBE, 04A58C]	
211BB8	enemy+B8	[00996E, 02BE64, 02C12E, 02C1DE, 02C544, 03E35E, 03E60E, 03E622, 03E62C, 03EAB2, 03EEAC, 03F020, 03F174, 03F1B0, 03F204, 03F244, 03F276, 03F2AC, 03F31C, 03F33C, 03F3D6, 03F482, 03F4B4, 03F4EA, 03FAE2, 03FB1A, 03FB4C, 03FBA2, 03FBDA, 03FC4A, 03FC82, 03FCD8, 03FD10, 03FEEE, 03FF6E, 03FFA6, 040272, 040C46, 040D74, 040DB6, 040FD4, 04118A, 041884, 0418CE, 041A1A, 041A48, 041AE8, 041B44, 041BF4, 041C36, 041CAA, 041DD6, 041E56, 041EBA, 041F86, 041FEE, 042110, 042120, 0422D0, 0423DA, 042412, 04243C, 042702, 042712, 0427D4, 042B40, 042EC6, 042F70, 042FE0, 04300C, 043080, 0430A0, 0430CC, 04310C, 043166, 043192, 0431CA, 0431DE, 04328E, 043348, 04339E, 043438, 0434AA, 0434CC, 043548, 043572, 0435E6, 043E42, 0444E6, 04466C, 044B6A, 044D06, 045A1C, 045D80, 045E76, 0460D4, 04A58C, 04C698, 04CAD6, 04CB5A, 04E58E, 04EABA, 04ED3A, 04F7BA, 04F7CC, 050200, 0508E0, 0508F6, 050A00, 050B80, 0544AC, 0548D0, 055D80, 05F338, 05F6E4, 05F854, 05FBAC]	
211BBA	enemy+BA	[00996E, 02BE64, 02C12E, 02C1DE, 02C544, 03E35E, 03E60E, 03E622, 03E62C, 03EAB2, 03EEAC, 03F020, 03F174, 03F1B0, 03F204, 03F276, 03F2AC, 03F31C, 03F33C, 03F3D6, 03F4B4, 03F4EA, 03FB1A, 03FB4C, 03FBDA, 03FC82, 03FD10, 03FEEE, 03FF6E, 03FFA6, 040272, 040C46, 040D74, 040DB6, 040FD4, 04118A, 041884, 0418CE, 041A1A, 041A48, 041AE8, 041B44, 041BF4, 041C36, 041CAA, 041DD6, 041E56, 041EBA, 041F86, 041FEE, 042110, 042120, 0422D0, 0423DA, 042412, 04243C, 042702, 042712, 0427D4, 042B40, 042EC6, 042F70, 042FE0, 04300C, 043080, 0430A0, 0430CC, 04310C, 043166, 043192, 0431CA, 0431DE, 04328E, 043348, 04339E, 043438, 0434AA, 0434CC, 043548, 043572, 0435E6, 043E42, 0444E6, 04466C, 044B6A, 044D06, 045A1C, 045D80, 0460D4, 04A58C, 04C698, 04CAD6, 04CB5A, 04E58E, 04EABA, 04ED3A, 04F7BA, 04F7CC, 050200, 0508E0, 0508F6, 050A00, 050B80, 0544AC, 0548D0, 055D80, 05F338, 05F6E4, 05F854, 05FBAC]	
211BBC	enemy+BC	[00996E, 02BE68, 02C54C, 03E35E, 03E636, 03E64A, 03EAB6, 03F028, 03F178, 03F1B6, 03F20C, 03F236, 03F6B8, 03F6E0, 03F714, 03F77A, 03F794, 03F812, 03F830, 03FA70, 03FAA4, 03FAEC, 03FB1E, 03FB54, 03FBAC, 03FBDE, 03FC54, 03FC86, 03FCE2, 03FD14, 03FEF6, 03FF76, 03FFAE, 040C4A, 040D78, 040DBA, 040FD8, 04118E, 041888, 0418D2, 041A1E, 041A4C, 041AEC, 041B48, 041BF8, 041C3A, 041CAE, 041DDA, 041E5A, 041EBE, 041F8A, 041FF2, 042114, 042124, 0422D4, 0423DE, 042416, 042440, 042706, 042716, 0427D8, 042B44, 042ECA, 042F74, 042FE4, 043010, 043084, 0430A4, 0430D0, 04311C, 043124, 04316A, 043196, 0431CE, 0431E2, 043292, 04334C, 0433A2, 04343C, 0434AE, 0434D0, 04354C, 043576, 0435EA, 043CBE, 044B72, 044D0E, 044E90, 0460DC, 04A58C, 04C69E, 04CB9A, 04E594, 04F7BE, 04F7D0, 050B84, 05F33E, 05F6E8, 05F858, 05FBB0]	
211BBE	enemy+BE	[00996E, 02BE68, 02C54C, 03E35E, 03E636, 03E64A, 03E654, 03EAB6, 03F028, 03F178, 03F1B6, 03F20C, 03F236, 03F6E0, 03F714, 03F77A, 03F794, 03F812, 03F830, 03FA70, 03FAA4, 03FB1E, 03FB54, 03FBDE, 03FC86, 03FD14, 03FEF6, 03FF76, 03FFAE, 040C4A, 040D78, 040DBA, 040FD8, 04118E, 041888, 0418D2, 041A1E, 041A4C, 041AEC, 041B48, 041BF8, 041C3A, 041CAE, 041DDA, 041E5A, 041EBE, 041F8A, 041FF2, 042114, 042124, 0422D4, 0423DE, 042416, 042440, 042706, 042716, 0427D8, 042B44, 042ECA, 042F74, 042FE4, 043010, 043084, 0430A4, 0430D0, 04311C, 043124, 04316A, 043196, 0431CE, 0431E2, 043292, 04334C, 0433A2, 04343C, 0434AE, 0434D0, 04354C, 043576, 0435EA, 043CBE, 044B72, 044D0E, 044E90, 0460DC, 04A58C, 04C69E, 04CB9A, 04E594, 04F7BE, 04F7D0, 050A04, 050B84, 05F33E, 05F6E8, 05F858, 05FBB0]	
211BC0	enemy+C0	[00996E, 03E35E, 043C08, 04A58C]	
211BC2	enemy+C2	[00996E, 03E35E, 043C08, 04A58C]	
211BC4	enemy+C4	[00996E, 03E35E, 04A58C]	
211BC5	enemy+C5	[03EEF4, 03FDC0, 03FFE8, 043B6E, 044978, 046148, 046152, 04EA4E, 04EAD2]	
211BC6	enemy+C6	[00996E, 03E35E, 043BE6, 04432C, 044988, 044D00, 04A58C]	
211BC7	enemy+C7	[04022E]	
211BC8	enemy+C8	[00996E, 03E35E, 04A58C]	
211BCA	enemy+CA	[00996E, 03E35E, 04A58C]	
211BCC	enemy+CC	[00996E, 03E35A, 03EF98, 03F11C, 03F2A8, 03F326, 03F3E0, 03F4E6, 03F7CE, 03F7D2, 03F7E4, 03F878, 03F87C, 03F88E, 03FB44, 04A588]	
211BCE	enemy+CE	[00996E, 03E35A, 03EF9C, 03F134, 03F3A8, 03F44C, 03F710, 03F786, 03F800, 03F808, 03F81E, 03FAA0, 03FAC4, 03FAD0, 03FB48, 04A588]	
211BD0	enemy+D0	[00996E, 03E35A, 04A588]	
211BD1	enemy+D1	[03FF4C, 03FF54, 040034, 040BB0, 041CD2, 050BAA]	
211BD2	enemy+D2	[00996E, 03E35A, 03EF86, 04A588, 0666D8]	
211BD3	enemy+D3	[03EF8A, 0666D4]	
211BD4	enemy+D4	[00996E, 03E35A, 040308, 040382, 040980, 04A588]	
211BD6	enemy+D6	[00996E, 03E35A, 04174A, 04179A, 04189A, 041A86, 041B82, 041C4C, 042D66, 043022, 0430E2, 0431A8, 04A588]	
211BD8	enemy+D8	[00996E, 03E35A, 040B26, 04A588, 04F75E]	
211BDA	enemy+DA	[00996E, 03E35A, 040B38, 04A588, 04F604, 04F754]	
211BDC	enemy+DC	[00996E, 03E35A, 04A588, 05FB5E]	
211BDE	enemy+DE	[00996E, 03E35A, 04A588]	
211BE0	enemy+E0	[00996E, 03E35A, 04A588]	
211BE2	enemy+E2	[00996E, 03E35A, 04A588]	
211BE4	enemy+E4	[00996E, 03E35A, 04A588]	
211BE6	enemy+E6	[00996E, 00AF4A, 00B158, 00B1BA, 03E35A, 04A588]	
211BE8	enemy+E8	[00996E, 03E35A, 04A588]	
211BE9	enemy+E9	[0022E8, 00AEB2, 017606, 02BE4E, 02C282, 03E52A, 03EA90, 03EF2A, 03EF36, 0402E4, 04452C, 0445CC, 044FE2, 045066, 0451A4, 045AAA, 045AF0, 04CBA6, 04EA3C, 04EAC0, 04EB0A, 050B5E, 05814C, 058158, 05F6BC, 05F708, 0666F8]	
211BEA	enemy+EA	[00996E, 00AE12, 00AE6E, 00AEA2, 03E35A, 04A588]	
211BEB	enemy+EB	[000C10, 000C26, 002278]	
211BEC	enemy+EC	[0077C8, 00996E, 00AF2C, 00AF64, 00B154, 00B26A]	
211BEE	enemy+EE	[0077C8, 00996E, 00AF2C, 00AF64, 00B154, 00B26A]	
211BF0	enemy+F0	[00996E]	
211BF2	enemy+F2	[00996E]	
211BF4	enemy+F4	[00996E]	
211BF6	enemy+F6	[00996E]	
211BF8	enemy+F8	[00996E]	
211BFA	enemy+FA	[00996E]	
211BFC	enemy+FC	[00996E]	
211BFE	enemy+FE	[00996E]	
211C00	enemy+ 0	[0077BA, 00996E, 00B2BA, 00B344, 00B350, 00B4E8, 01E6DA, 026A20, 03E31A, 03E376, 03E37C, 03E3F2, 03E520, 03EDAA, 03EE64, 03EF40, 03EFBA, 03EFC8, 03F00E, 03F01C, 03F068, 045BD4, 045BEE, 045BFA, 04A554, 04A5A4, 04A5AA, 05EF90, 05F798, 05F7AE, 05F7BE, 066218]	
211C01	enemy+ 1	[00AD9E, 00B4A8, 01A722, 01FAE6, 01FB06, 01FE40, 01FE98, 01FEA6, 02C03A, 02C202, 03FD84, 0401FE, 04020E, 04028A, 04029A, 040318, 040328, 040392, 0403AC, 0403B0, 0403BC, 0403D0, 0403E4, 04056C, 043E94, 044500, 044542, 044546, 04468E, 0446D6, 0446DA, 04C626, 04D7E4, 04E51C, 055D0E, 05FC7A]	
211C02	enemy+ 2	[00996E, 03E250, 03E376, 03E400, 04A4E4, 04A5A4, 05EFF4]	
211C04	enemy+ 4	[00996E, 02BE16, 02C18E, 02C2EA, 02C5AA, 03E376, 0406EC, 040840, 040936, 040946, 040CA4, 04212A, 043EDC, 044A84, 044C56, 045216, 045D6E, 046288, 04A5A4, 04AAE4, 04AB6E, 04C35E, 04C4A6, 04C4F8, 04C550, 04C5E0, 04C60E, 04CA96, 04CB06, 04CD36, 04CE44, 04D730, 04D7BE, 04E288, 04E462, 04E4F6, 04E504, 050D10, 050DAE, 05183A, 055B7E, 055BDA, 055C36, 055CCA, 055CF6, 055F1E, 056046, 05EF6A, 05EFEE, 05F042, 05F20A, 05F292, 05F2A6, 05F2F6, 05F330]	
211C06	enemy+ 6	[00996E, 02BE1C, 02C194, 02C2F0, 03E376, 03FECC, 04003A, 04004A, 040064, 04025E, 0402CE, 04035C, 0403F6, 0405B0, 0406F0, 040844, 04093E, 04094A, 040BB6, 040BC6, 043236, 04336C, 043E02, 043E54, 04446A, 044672, 044FC4, 0451FE, 04521C, 045B28, 045D74, 04A5A4, 04C5DA, 04C684, 04D7B8, 04D842, 04E4F0, 04E57A, 055CC4, 055D6C, 05F046, 05F2AA, 05F568, 05F57E, 05F5A6, 05F606, 05F666, 05F68E, 05F730, 05F772, 05F792, 05FB12, 05FB2E, 05FB42]	
211C08	enemy+ 8	[00996E, 02BE1C, 02C19A, 02C2F6, 03E376, 03FED2, 040040, 040050, 04040E, 0406F6, 04084A, 040950, 040B78, 040BBC, 040BCC, 040BD4, 040C24, 040C4E, 040CB0, 040D7C, 040DEE, 040E22, 040EF8, 041674, 04174C, 04179C, 04185A, 041872, 041898, 041A84, 041AA0, 041B68, 041B80, 041BAC, 041C4A, 041CB4, 041D64, 041D70, 041DAA, 041E60, 041E8C, 041F4C, 041F58, 04204A, 0420C0, 0422B6, 0422FC, 042352, 0423E2, 04241C, 04244A, 0424BE, 0426BC, 042754, 042CE4, 042D68, 042D8C, 042DB0, 042E08, 042E50, 042FB4, 042FEA, 043020, 0430AA, 0430E0, 043170, 0431A6, 0431E8, 043204, 04323C, 043256, 043274, 0432EC, 043372, 04337A, 043442, 0434D4, 043556, 04357C, 043EE0, 044900, 0449A2, 0449F6, 044B44, 044C14, 044C2E, 044CEA, 044D12, 044D32, 044E5E, 044E94, 044FCA, 04513C, 04519C, 0451C2, 045202, 045222, 045284, 0452E6, 0459EE, 045A78, 045A9A, 045AE8, 045B2C, 045B52, 045B82, 045BC4, 045C56, 045D7A, 045D92, 045DC0, 045E50, 045E8A, 045F0E, 0460BC, 04613C, 046182, 0461D0, 046294, 046302, 046396, 04A5A4, 04AA46, 04AA64, 04AA96, 04AAAC, 04AC18, 04ACC0, 04ADF8, 04AE3A, 04CA1A, 04CA46, 04CA6A, 04CAA2, 04CADA, 04CCA8, 04CCF2, 04CD24, 04CD42, 04CDB0, 04CE3C, 04CE72, 04DF56, 04DFB8, 04DFF6, 0514D6, 051526, 051846, 051890, 0518BC, 0518C2, 05190C, 051938, 055E74, 055EBE, 055FBE, 056008, 056034, 056140, 0561AE, 056226, 05F026, 05F046, 05F04C, 05F05C]	
211C0A	enemy+ A	[00996E, 03E256, 03E376, 04A4EA, 04A5A4, 04C5CE, 04D7AC, 04E4E4, 050D8E, 055CB8, 05EFD2, 05F06E]	
211C0B	enemy+ B	[00AEF0, 00B146, 00B2D0, 00B2F8, 02C1A4, 02C300, 02C33E, 02C350, 02C53A, 03EDD8, 05EF96]	
211C0C	enemy+ C	[00996E, 03E372, 04A5A0]	
211C0E	enemy+ E	[00996E, 03E372, 04A5A0]	
211C10	enemy+10	[00996E, 00B518, 00B622, 00B64A, 03E372, 03EDB2, 04A5A0, 05EFB8]	
211C12	enemy+12	[00996E, 00B524, 00B622, 00B656, 02C9D0, 03E372, 03EBB6, 040094, 04009C, 0400AE, 040CE4, 040CF6, 040DC0, 040EA2, 040EB4, 04170A, 04171C, 04175A, 04176C, 0417B0, 0417C2, 041CEE, 041D00, 042086, 042098, 04237A, 04238C, 0424DE, 0424F0, 04275C, 0427B8, 042D26, 042DBA, 042DCC, 042E12, 042E5A, 042E6C, 042EA4, 042F78, 042F8A, 04329E, 0432B0, 043326, 0433AE, 0433C0, 04345A, 0434EE, 043596, 043E48, 0444EC, 04467E, 04A5A0, 05F5DE, 05F5E8, 05F62A, 05F640, 05F736, 05F778, 05FB48, 05FC5A]	
211C13	enemy+13	[02C330, 03EBE0, 03EBEA, 03EC1A, 03EC24, 040C34, 040DCA, 0422DA, 0423F0, 042744, 042766, 0427C2, 042EAE, 043330, 0449E6, 044A6C, 044C3E, 045142, 045184, 0451B2, 0452C0, 045ABE, 045AFA, 045EBC, 04612C, 046170, 0461C0, 0462F2, 046386, 04AA86, 04ACB0, 04AE2A, 04CA30, 04CAB6, 04CCCA, 04CD74, 04CE2C, 04DF86, 05186E, 0518EA, 055E9C, 055FE6, 056172, 056216]	
211C14	enemy+14	[00996E, 00B508, 00B560, 00B564, 00B588, 00B634, 03E372, 0400B8, 040D00, 040EBE, 041726, 041776, 0417CC, 041D0A, 0420A2, 042396, 0424FA, 042DD6, 042E76, 042F94, 0432BA, 0433CA, 04A5A0, 05F632, 05FB6A]	
211C15	enemy+15	[03EBEE, 03EC02, 03EC28, 03EC3C]	
211C16	enemy+16	[00996E, 00B4D2, 00B4E0, 00B576, 00B5A0, 03E372, 03EC06, 03EC40, 0400CC, 040D14, 040ED2, 04173A, 04178A, 0417E0, 041D1E, 0420B0, 0423AA, 04250E, 042D50, 042DE4, 042E3C, 042E84, 042FA2, 0432C8, 0433D8, 043484, 043518, 0435C0, 04A5A0, 04CD20, 04DFF2, 0518B8, 051934, 056030]	
211C17	enemy+17	[00B4B0, 00B4E4, 02BE42, 02C336, 03EAD6, 03EAE0, 03EAEA, 03EB12, 03EB1C, 03EB26, 03EDCC, 0400B4, 0400C8, 040C3A, 040CFC, 040D10, 040DD0, 040EBA, 040ECE, 041722, 041736, 041772, 041786, 0417C8, 0417DC, 04187A, 041894, 041A3E, 041A80, 041B3A, 041B7C, 041C2C, 041C46, 041D06, 041D1A, 04209E, 0420BC, 0422E0, 042392, 0423A6, 0423F6, 042424, 042436, 0424F6, 04250A, 04274A, 04276C, 0427C8, 042D5C, 042DD2, 042DF0, 042E48, 042E72, 042E90, 042EB4, 042EC0, 042F90, 042FAE, 043002, 04301C, 0430C2, 0430DC, 043188, 0431A2, 0432B6, 0432D4, 043336, 043342, 0433C6, 0433E4, 043490, 043524, 0435CC, 043E4E, 043ECA, 043ED0, 0444F2, 044684, 0449EC, 0449FE, 044A72, 044C1A, 044C44, 044D18, 045148, 04518A, 0451B8, 0452C6, 045AC4, 045B00, 045B92, 045EC2, 046132, 046176, 04618E, 0461C6, 0462F8, 046354, 04638C, 04AA8C, 04AB64, 04ACB6, 04AE30, 04CA36, 04CABC, 04CCD0, 04CD06, 04CD1A, 04CD2C, 04CD7A, 04CDF0, 04CE32, 04CE52, 04DF8C, 04DFD0, 04DFEC, 04E05A, 04E0B0, 05151C, 051830, 051874, 0518A4, 0518B2, 0518F0, 051920, 05192E, 055EA2, 055FEC, 05601C, 05602A, 05603C, 056178, 0561EE, 05621C, 05622E, 05F5EE, 05F614, 05F63A, 05F658, 05F72A, 05F73C, 05F756, 05F76C, 05F77E, 05F78C, 05FB4E, 05FC60]	
211C18	enemy+18	[00996E, 00B37E, 03E372, 04A5A0, 04C53C, 055BC6, 055C22, 055CD0]	
211C19	enemy+19	[00B394]	
211C1A	enemy+1A	[00996E, 00ADF2, 00B2D6, 00B364, 00B5F0, 01915E, 01E704, 026A30, 026A70, 0274C8, 0274CE, 02C38E, 03E26A, 03E278, 03E372, 03E5E8, 03EAF8, 03EB34, 03EB82, 03EB8A, 03EBA8, 03EBB2, 040882, 043CF0, 043F9A, 044354, 044366, 044456, 044464, 0444DC, 044610, 04461E, 044662, 0461D6, 04639C, 04A4FA, 04A5A0, 04AA5C, 04AA7A, 04AE10, 05EFDA, 05EFE8, 05F08E, 05F09C, 05F5FC, 05F600, 05FB86, 05FC3A]	
211C1B	enemy+1B	[018E8E, 018FFE, 02C006, 02C11E, 02C138, 02C4FA, 03EAFA, 03EB36, 045E72, 045E80, 05F602]	
211C1C	enemy+1C	[00996E, 00B278, 00B4C4, 00B530, 00B56E, 00B584, 00B63E, 02C9D8, 03E372, 04A5A0]	
211C1E	enemy+1E	[00996E, 00B278, 00B4C4, 00B530, 00B56E, 00B584, 00B63E, 02C9D8, 03E372, 04A5A0]	
211C20	enemy+20	[00833A, 00996E, 00AD8C, 00AD92, 00ADAA, 00ADCE, 00AE86, 00B5F6, 01DDC6, 01E4B8, 01E6EE, 01FD98, 026A38, 0274DC, 02BFA8, 02BFAE, 02C164, 02C2A0, 02C396, 02C550, 0310D8, 03D918, 03D958, 03D9EE, 03DBF2, 03E27C, 03E372, 03EE14, 03EE9A, 03EEDC, 03F1D0, 03F1E4, 03F1EC, 03F2B0, 03F30C, 03F318, 03F322, 03F4EE, 03FB50, 04086E, 040A5C, 040AD6, 040B1C, 043FA8, 04400E, 044014, 044018, 044358, 04435C, 044A18, 046024, 0460EA, 04A4FE, 04A5A0, 04AAC8, 04AC80, 04CA54, 04CAF4, 05EFE0, 05F094, 05F284, 0660D8, 0662A4, 0664E8, 0664EE]	
211C21	enemy+21	[044C6E]	
211C22	enemy+22	[00833A, 00996E, 00AD8C, 00AD92, 00ADAA, 00B5F6, 02BE8C, 02C164, 02C2A0, 02C550, 03D9EE, 03E372, 03F1D0, 03F1E4, 03F1EC, 03F2B0, 03F318, 03F4EE, 03FB50, 040AD6, 04A5A0]	
211C24	enemy+24	[00996E, 00ADB2, 00ADD2, 00B2EA, 01DD44, 01E4A8, 01E752, 01E796, 01E7EE, 01FDAE, 0274EA, 02C3A0, 02C56C, 0310E2, 03E282, 03E372, 03EEFC, 03EF10, 03EF1E, 03EFAA, 03EFBE, 03EFF8, 03F012, 03F076, 040122, 040AA6, 04402A, 046028, 04A504, 04A5A0, 066700]	
211C25	enemy+25	[03F288, 03F4C6, 03F6F0, 03FA80, 03FB2E, 03FBEE, 03FC96, 03FD24]	
211C26	enemy+26	[00996E, 00ADB2, 02BE92, 03E372, 03EF1E, 04A5A0]	
211C28	enemy+28	[00833E, 00996E, 00ADBA, 00ADD6, 00AF58, 00B2E6, 00B602, 01DDFA, 01E6F6, 0274F2, 02BE82, 02C168, 02C2A4, 02C554, 0310EC, 03D920, 03D960, 03D9FA, 03DBFA, 03E372, 03F13C, 03F1D4, 03F1E8, 03F1F0, 03F718, 03F804, 03FAA8, 03FACA, 03FB58, 040A6A, 040ABE, 040B2E, 041838, 041AD0, 041BDC, 041D4A, 041EA2, 041F36, 041F6E, 04253C, 04256A, 042576, 042F4C, 043FB8, 044032, 04526A, 04602C, 04A5A0, 0662B2, 06650C]	
211C29	enemy+29	[03E288, 04A50A]	
211C2A	enemy+2A	[00833E, 00996E, 00ADBA, 00B602, 02BE82, 02BE98, 02C168, 02C2A4, 02C554, 03D9FA, 03E372, 03F13C, 03F1D4, 03F1E8, 03F1F0, 03F718, 03FAA8, 03FB58, 040ABE, 04A5A0]	
