copyright	zengfr	site:http://github.com/zengfr/romhack
211942	enemy+42	[00996E, 018E8A, 018FFA, 03E36E, 040158, 043B82, 043BF6, 043E6C, 0444FC, 045C5A, 04A59C, 05C6D8, 05C7A4, 05C84A, 05C878, 05D0BA, 05D172, 05D4AC, 05D4F6, 05D652, 05DE36, 05F264, 05F2E0, 05FC84, 0608E2, 0609B6, 060A12, 060A62, 060A90, 060A9A, 06132C, 0613EC, 0615C6, 061610, 06175E, 0622F6, 06682C]	
211944	enemy+44	[00996E, 018E96, 019006, 03E36E, 044022, 04A59C, 0664FC]	
211945	enemy+45	[018E32, 018E5C, 018FA2, 018FAC, 018FCC, 043B5E, 043C5C, 04448E, 0445D2, 05C6D0, 05C704, 05C70C, 05C714, 05C71C, 05C724, 05C77E, 05C79E, 05C836, 05C84E, 05C872, 05D130, 05D20E, 05D656, 05F24C, 05F254, 05F26A, 05F2D2, 05F2E4, 0608DA, 06090E, 060916, 06091E, 060926, 06092E, 060988, 0609B0, 060A4E, 060A66, 060A8A, 06139E, 061488, 061762, 0618B2, 0618C2, 0667BC]	
211946	enemy+46	[00996E, 018E96, 019006, 03E36E, 044400, 04A59C, 05C798, 05C86C, 05D15A, 0609AA, 060A84, 0618B8, 0618C8, 066812, 066826]	
211947	enemy+47	[043EB4, 05D4F2, 05F6C4, 06160C]	
211948	enemy+48	[00996E, 00FB04, 03E36E, 04A59C, 04AAA8, 04AAD0, 04AC14, 04C8F0, 04C922, 04CA42, 04CA4C, 04CA66, 04CA8C, 04CC02, 04CC58, 04DF80, 04E008, 05CA38, 05CA50, 05EFCE, 05F06A, 05F070, 05FB76, 05FD9E, 060314]	
211949	enemy+49	[05EFD4]	
21194A	enemy+4A	[00996E, 00B5E2, 02BE48, 03E36E, 043ED6, 04A59C, 04C5AC, 04E4C2, 050D6C, 055C96, 05C0B0, 05DC1C, 05EFBE, 05FE26]	
21194B	enemy+4B	[00AF1A, 00AF52, 00B608, 02C33A, 02C534, 03FFFE, 044FEA, 0453F8, 04AB9E, 04AC92, 04CC0E, 061F4E]	
21194C	enemy+4C	[00996E, 018B52, 018F12, 01FB44, 01FF16, 02893A, 02B620, 02B62E, 02B710, 02B8A0, 02BB84, 02BF56, 02C516, 02C5E2, 02C812, 03E36A, 03E66C, 03E72A, 03E7EA, 03E944, 03EB92, 03EE6A, 03FF16, 040162, 04085A, 040A4A, 040BE8, 040C54, 04213C, 043312, 0433EC, 043C28, 043C70, 043C9C, 043D5C, 043F5A, 04439A, 04441A, 0445A6, 044622, 0446AA, 0446DE, 04487A, 0448CC, 044916, 044A32, 044B76, 044EE6, 04503A, 04504C, 04506E, 0450A6, 045296, 045BA2, 045C6C, 045D02, 045ED2, 0460E2, 046158, 0461A8, 046212, 04A598, 0532A8, 05C08A, 05EFAC, 05FE14, 0662C2]	
21194D	enemy+4D	[01FC70, 03EDAE]	
21194E	enemy+4E	[00996E, 018E90, 019000, 03E36A, 043CEC, 043E2A, 043FBE, 044038, 04445A, 0444CE, 044614, 044654, 04A598, 05C792, 05C85C, 05D0DA, 05D108, 05D51A, 05D526, 05F25E, 0609A4, 060A74, 06134C, 061376, 061634, 061640, 066512]	
21194F	enemy+4F	[0077D0, 018B22, 018F04, 018F0A, 018F24, 01910C, 02BED4, 02BFF2, 02BFF8, 02C014, 02C01A, 02C108, 02C10E, 02C1C4, 03E5C2, 03EAF4, 03EB0A, 03EB30, 03EB54, 040968, 040C40, 040DD6, 0422E6, 0423FC, 042750, 042772, 0427CE, 042EBA, 04333C, 043E62, 0444F8, 04468A, 0449F2, 044A78, 044C4A, 044FF6, 04514E, 045190, 0451BE, 0451EC, 0452CC, 0453FE, 04541A, 045B72, 045EC8, 046138, 04617C, 0461CC, 0462FE, 046392, 04AA92, 04AAFE, 04AB58, 04ABB0, 04ACBC, 04C82E, 04C870, 04C898, 04C8EA, 04CA3C, 04CAC2, 04CC20, 04CD80, 04CE38, 04CE6A, 04CE90, 04D30C, 04D37A, 04D398, 04DF92, 04E2C2, 04F7B4, 04F8FC, 04F9A0, 04F9D2, 04F9F8, 04FA8A, 051296, 05187A, 051BAC, 051BCE, 052FB2, 0530F0, 053308, 053352, 0533C8, 05341E, 053FA0, 055EA8, 056086, 05C0A2, 05C806, 05C954, 05CCCA, 05CCE4, 05CCF2, 05CD5C, 05CD9C, 05CDB6, 05CE04, 05CE0C, 05CEC2, 05CECA, 05CF38, 05D010, 05D332, 05D896, 05D98E, 05DA7E, 05DA8C, 05DC80, 05EFCA, 05F2BA, 05F60E, 05F694, 05F750, 05F75E, 05F784, 05FE32, 060202, 06023E, 060A2C, 060B3C, 060BE2, 060E4E, 060E8E, 060E9C, 060F00, 060F08, 060F62, 060F6A, 060FAE, 06116E, 061B14, 061BE6]	
211950	enemy+50	[00996E, 0190F0, 03E36A, 04A598]	
211952	enemy+52	[000C2C, 00996E, 03E36A, 04A598, 05C090, 05EFB2, 05FE1A]	
211953	enemy+53	[04C39C, 04C492, 04C4E4, 04C536, 04C58E, 04C5F6, 04D772, 04E4A4, 050CF6, 050D4E, 051D12, 055BC0, 055C78, 055CF0]	
211954	enemy+54	[00996E, 019104, 03E36A, 04A598]	
211956	enemy+56	[00996E, 019120, 03E36A, 04A598]	
211958	enemy+58	[00996E, 00B2FE, 03E36A, 04A598]	
211959	enemy+59	[018B58, 018BD8, 018BEA]	
21195A	enemy+5A	[00996E, 01FD08, 03E36A, 044050, 04A598]	
21195C	enemy+5C	[00996E, 03E36A, 04A598]	
21195E	enemy+5E	[00996E, 03E36A, 04A598]	
211960	enemy+60	[000C00, 00996E, 03E298, 03E36A, 04A51C, 04A598, 05C07A, 05EF9C, 05FE04]	
211962	enemy+62	[000C04, 0022C8, 00234C, 00996E, 02C05A, 02C222, 03E294, 03E36A, 044404, 0445BC, 044A2A, 045026, 045036, 04A518, 04A598, 05BFC0, 05BFD8, 05C080, 05D1AC, 05D4CE, 05D4DC, 05DA3A, 05EFA2, 05F6B6, 05FE0A, 061426, 0615E8, 0615F6, 061848, 0619C0, 061BAA, 062404, 0667D0, 0667DA, 0667EC, 0667F6, 066800]	
211964	enemy+64	[00996E, 00B5B4, 02CA00, 03E36A, 04A598]	
211966	enemy+66	[00996E, 03E36A, 04A598]	
211968	enemy+68	[00996E, 03E36A, 03E410, 04A598]	
21196A	enemy+6A	[00996E, 03E36A, 03E410, 04A598]	
21196C	enemy+6C	[00996E, 00B11A, 01DAE8, 01DB4C, 01DBBE, 01F312, 01F372, 01F37E, 01F38A, 01FF54, 028B06, 02BE78, 02C31C, 02C5BA, 03E366, 03EDC6, 03FDC4, 043BFA, 043BFE, 043C06, 043EBE, 043F2A, 0446EC, 04500C, 04505A, 0451AC, 04A594, 05C084, 05D984, 05EFA6, 05FE0E, 060A08, 061AC0]	
21196E	enemy+6E	[00996E, 00B11A, 01DAE8, 01DB4C, 01DBBE, 01F312, 01F372, 01F37E, 01F38A, 01FF54, 028B06, 02BE78, 02C31C, 02C5BA, 03E366, 03EDC6, 03FDC4, 043BFA, 043BFE, 043C06, 043EBE, 043F2A, 0446EC, 04500C, 04505A, 0451AC, 04A594, 05C084, 05D984, 05EFA6, 05FE0E, 060A08, 061AC0]	
211970	enemy+70	[00996E, 01FEC4, 02BE7C, 02C024, 02C06C, 02C14C, 02C1EC, 02C286, 03E366, 04039A, 0405CE, 04A594, 04E030, 04E2C6, 05050C, 053064, 0530F4, 053130, 053290, 053356, 05337C, 053422, 053486, 0601FC, 060298, 0609F4, 061834, 06187E, 061CA2, 061D9A, 061DBC, 061DD6, 061E3C, 061E8E]	
211972	enemy+72	[00996E, 01FEC4, 02BE7C, 02C024, 02C06C, 02C14C, 02C1EC, 02C286, 03E366, 04039A, 0405CE, 04A594, 04E030, 04E2C6, 05050C, 053064, 0530F4, 053130, 053290, 053356, 05337C, 053422, 053486, 0601FC, 060298, 0609F4, 061834, 06187E, 061CA2, 061D9A, 061DBC, 061DD6, 061E3C, 061E8E]	
211974	enemy+74	[00996E, 02BEB0, 02BEDC, 02C00A, 02C08A, 02C160, 02C520, 03E366, 04501A, 04A594]	
211976	enemy+76	[00996E, 02BEB0, 02BEDC, 02C00A, 02C08A, 02C160, 02C520, 03E366, 04501A, 04A594]	
211978	enemy+78	[00996E, 02B63E, 02C140, 02C1E6, 03E366, 04042A, 04A594, 061CBC]	
21197A	enemy+7A	[00996E, 03E366, 04A594]	
21197C	enemy+7C	[00996E, 03E366, 04A594]	
21197E	enemy+7E	[00996E, 00AD96, 00B4A0, 01A740, 01FAEE, 01FAF8, 01FE52, 01FE60, 01FE7C, 01FEE6, 02B5E8, 02BA8C, 02C046, 02C20E, 03E366, 040206, 04021E, 040228, 040292, 0402AA, 0402B4, 04039E, 0403A6, 0403D8, 0403EC, 0405D2, 0405DA, 04060C, 040620, 043E88, 044512, 044518, 0446A0, 0446A6, 04A594, 05C48C, 05DE32, 05FC80, 0622F2, 066796]	
21197F	enemy+7F	[01A70E, 01AE84, 01B748, 01C988, 01D03E, 01DDB8, 01E7A0, 01E7DE, 01FE4A, 01FE66, 01FE74, 01FE82, 01FE90, 01FE9E, 02B898, 02B986, 02BDF6, 02BE74, 02C1B0, 02C1BC, 02C30C, 02C318, 02C52A, 02C530, 03EE2C, 03EF90, 03FDBA, 0403C6, 0405FA, 04096E, 043C66, 043EE6, 043F0C, 044376, 0449C8, 044A14, 044C50, 044FFC, 045006, 0451F8, 045210, 045B78, 045D68, 04E040, 04F818, 050504, 0512A2, 05282C, 052F86, 053074, 05C7D0, 05C812, 05C948, 05CA12, 05CAD6, 05CDA2, 05CDA8, 05CF3E, 05D586, 05D5C2, 05D72E, 05D834, 05D9BA, 05F2C0, 05F356, 05F69A, 0609DE, 0609EE, 060A04, 060A32, 060B30, 060B84, 0612D6, 0616A0, 0616D4, 0617EE, 061840, 06192A, 061B1A, 061B88, 061CB6, 061DAA, 061E9E, 061EE0, 062256]	
211980	enemy+80	[00996E, 01E7B2, 02BE20, 03E366, 03EE20, 03FDC8, 03FDEC, 04024E, 0402BE, 04034C, 0405A0, 04062E, 0445C0, 04497C, 045042, 04A594, 04C5B6, 04C65C, 04C674, 04D794, 04E4CC, 050D76, 050DFC, 051D90, 051E14, 055CA0, 055D44, 055D5C, 05C222, 05C2D6, 05C68C, 05CADE, 05CD12, 05CD78, 05D36C, 05D9E6, 05DAE6, 05F012, 05F074, 05F35E, 05F3D0, 05F464, 05F594, 05F5F2, 05FB0C, 05FFA4, 060000, 0601B2, 0601FA, 060226, 060296, 0604C4, 06088C, 060B8C, 060E70, 0610CC, 061188, 061B46, 06205A, 0620E2, 0662E8, 06642C, 066436, 066440]	
211982	enemy+82	[00996E, 01E7B2, 02BE20, 03E366, 03EE20, 03FDC8, 03FDEC, 04024E, 0402BE, 04034C, 0405A0, 04062E, 0445C0, 04497C, 045042, 04A594, 04C5B6, 04C65C, 04C674, 04D794, 04E4CC, 050D76, 050DFC, 051D90, 051E14, 055CA0, 055D44, 055D5C, 05C222, 05C2D6, 05C68C, 05CADE, 05CD12, 05CD78, 05D36C, 05D9E6, 05DAE6, 05F012, 05F074, 05F35E, 05F3D0, 05F464, 05F594, 05F5F2, 05FB0C, 05FFA4, 060000, 0601B2, 0601FA, 060226, 060296, 0604C4, 06088C, 060B8C, 060E70, 0610CC, 061188, 061B46, 06205A, 0620E2, 0662E8, 06642C, 066436, 066440]	
211984	enemy+84	[00996E, 03E366, 04A594, 05C7B0, 05C7F2, 05C884, 05C994, 05D252, 05D4E6, 05D628, 05D6CE, 05F2A0, 05F69E, 05F6C8, 05F6DA, 060A18, 060AA0, 060B18, 060B74, 061600, 061740, 0617DA, 061836, 0619A2, 0619FA]	
211986	enemy+86	[00996E, 03E366, 04A594, 05C7B0, 05C7F2, 05C884, 05C994, 05D252, 05D4E6, 05D628, 05D6CE, 05F2A0, 05F69E, 05F6C8, 05F6DA, 060A18, 060AA0, 060B18, 060B74, 061600, 061740, 0617DA, 061836, 0619A2, 0619FA]	
211988	enemy+88	[00996E, 03E366, 03EDC2, 03EF08, 04A594]	
21198A	enemy+8A	[00996E, 03E366, 03EDC2, 03EF08, 04A594]	
21198C	enemy+8C	[00996E, 03E362, 040694, 04071C, 0407C2, 0408AE, 04A590, 04C396, 04C48C, 04C4DE, 04C530, 04C588, 04D76C, 04E49E, 050CF0, 050D48, 051D0C, 055BBA, 055C72, 05C056, 05C30E, 05C372, 05D9A2, 05DA36, 05FD9A, 060084, 0600FC, 060110, 060176, 060394, 061178, 061AD4, 061B50, 061BA6]	
21198E	enemy+8E	[00996E, 03E362, 040694, 04071C, 0407C2, 0408AE, 04A590, 04C396, 04C48C, 04C4DE, 04C530, 04C588, 04D76C, 04E49E, 050CF0, 050D48, 051D0C, 055BBA, 055C72, 05C056, 05C30E, 05C372, 05D9A2, 05DA36, 05FD9A, 060084, 0600FC, 060110, 060176, 060394, 061178, 061AD4, 061B50, 061BA6]	
211990	enemy+90	[00996E, 03E362, 03E67A, 03E7F8, 040832, 04A590]	
211991	enemy+91	[03E738, 03E7FE, 040928]	
211992	enemy+92	[00996E, 02C3A8, 02C3B2, 03E362, 03FD66, 03FD70, 03FE82, 03FE9A, 03FEC6, 04A590]	
211993	enemy+93	[04013E, 040142, 0401D6, 0401F4]	
211994	enemy+94	[00996E, 03E362, 0416CE, 04188E, 041A52, 041A7A, 041C40, 042D18, 042EEA, 042F2A, 042F6C, 0430D6, 04319C, 0431D4, 045B9E, 045BDA, 045BE4, 045BF2, 04A590, 04C848, 04CD98, 04CDAC, 04CDDC, 04CDF4, 04D324, 04D340, 04DFAA, 04DFD4, 04E2D2, 04E2E2, 04F622, 04F630, 04F63A, 04F7D4, 04F914, 04F944, 04F95C, 04FA0E, 04FA9A, 0512C8, 05188C, 0518A8, 052856, 0528D4, 0528E2, 0528EC, 052FD8, 053098, 05310E, 053128, 05339C, 0533B2, 053456, 053472, 055EBA, 055ED0, 056098, 05C2B0, 05C2B6, 05C314, 05C32A, 05C330, 05C378, 05C3AE, 05EC76, 05EC7C, 060064, 06006C, 060102, 06011A, 060126, 06012C, 06017C, 06018A, 060192, 06039A]	
211995	enemy+95	[04442E, 0445EC, 04498E, 044C24, 044C34, 044C64, 044E8A, 044F88, 045B7E, 045B88, 045B98, 045BCA, 045C52, 045DDC, 045E86, 045E90, 045E98, 045F0A, 045F4C, 05D68E, 05D8AA, 05D8D6, 05D8E0, 05D992, 05D9A8, 05D9CA, 05D9D0, 05DA08, 06179A, 0619C6, 0619CE, 061AC4, 061ADA, 061B2A, 061B30, 061C2E, 061C34, 061C3A]	
211996	enemy+96	[00996E, 03E362, 045D8C, 046116, 0461F8, 0462DC, 0463BE, 04A590, 05D078, 05D0A4, 05D20A, 05F7B2, 05F7B8, 0612EA, 061316, 061484]	
211997	enemy+97	[0448A2, 0448DA, 0449B2, 0451DC, 0512CE, 05C6DC, 05C752, 05C82C, 05C88A, 05F79C, 05F7A2, 05F7A8, 0608E6, 06095C, 060A44, 060AA6]	
211998	enemy+98	[00996E, 03E362, 03FDCC, 03FDD6, 04A590, 04C5C8, 04C660, 04C66A, 04D7A6, 04E4DE, 050D88, 050E00, 051DA2, 055CB2, 055D48, 055D52, 05C01E, 05C024, 05C030, 05EC60, 05EC66, 05EC72, 05FD62, 05FD68, 05FD74, 060E6C]	
211999	enemy+99	[03E952, 040D20, 040DAC, 040DE8, 040E12, 040EDE, 040F3C, 040FA0, 040FF2, 0410D8, 041130, 0417EC, 04186A, 041A2C, 041B28, 041C1A, 041D2A, 041D9C, 041DA6, 041E68, 041E88, 041EF2, 041F22, 041FB8, 042082, 0420E6, 0422F8, 042310, 0423CE, 04240C, 04242C, 042446, 042738, 04277E, 042786, 042D82, 042ECE, 042FF0, 0430B0, 043176, 043252, 04335A, 043448, 0434DA, 043582, 043B04, 05C1CA, 05C280, 05C286, 05EC80, 05EC86, 05F3AE, 05F422, 05F42A, 05FF50, 060034, 06044A]	
21199A	enemy+9A	[00996E, 03E362, 03E958, 03EDD2, 042372, 04A590, 05331A, 053336, 05CFCC, 05CFF8, 05CFFE, 06107C, 061088, 06108E, 061152, 061174, 06117C, 061FB0, 061FDA, 061FE0, 062198, 0621B8, 0621BE]	
21199B	enemy+9B	[05C736, 05C7A0, 05C874, 05D210, 05D5DE, 05D648, 05DDA4, 05DE16, 05DE54, 05DEF6, 05F256, 05F6F6, 05F716, 05FC2C, 05FC72, 05FCA2, 060940, 0609B2, 060A8C, 06148A, 0616F0, 061754, 0617F8, 0618C4, 0619E8, 062264, 0622D6, 062314, 062398]	
21199C	enemy+9C	[00996E, 03E362, 03EF82, 04007A, 04A590]	
21199D	enemy+9D	[02C19E, 02C2FA, 02C53E, 03EFA0, 03F262, 03F2A4, 03F4A0, 03F4E2, 03F6D6, 03FB40, 041C58, 041D76, 06665C, 0666E4, 0666EC]	
21199E	enemy+9E	[00996E, 02C2CA, 02C36E, 02C37C, 03E362, 03EF4A, 03F06E, 03FFEE, 03FFFA, 040EE4, 040F5A, 040F6C, 041062, 0410AE, 0416D8, 0417F2, 041810, 04181A, 04182A, 041834, 041846, 0418BA, 041920, 041D30, 041D80, 041E04, 041E50, 042D22, 042D92, 043030, 043044, 043B88, 043C98, 043E68, 043EAC, 044972, 0449DE, 044A7E, 044E9C, 044F8E, 045154, 04A590, 053080, 0530A8, 05C11E, 05C28C, 05C292, 05C298, 05C388, 05C38E, 05C3B6, 05C3C6, 05C3D6, 05C426, 05C800, 05CBB0, 05CD08, 05CD32, 05CF4A, 05D58C, 05DAF8, 05DCCA, 05F036, 05F03C, 05F0A4, 05F2AE, 05F446, 05FB82, 060046, 06004C, 0601EE, 06028A, 0602B6, 0602BC, 0602D6, 0602E6, 0602F6, 060360, 060380, 060390, 0603CA, 0603EE, 0603F4, 06040A, 060410, 0604E4, 0604FA, 060502, 0605B4, 060612, 060622, 060636, 06064E, 060A26, 060CA8, 060E1C, 060FBA, 0616A6, 061C14, 061C8A, 061EE6, 061F8C, 061FEE, 06218C, 0621D2, 06225C]	
21199F	enemy+9F	[03FF8C, 043BDA, 043BE2, 04499E, 044B64, 045D86, 05C79A, 05C86E, 05D1A2, 05D1A6, 05D4CA, 0609AC, 060A86, 06141C, 061420, 0615E4, 06184E, 0618CA, 0619BC, 0619DE]	
2119A0	enemy+A0	[00996E, 01E6E4, 02BE36, 02BE3C, 03E362, 03EF5E, 03FDFC, 03FEA0, 03FF5E, 03FF86, 04027A, 0402EE, 0402F8, 040372, 040796, 040850, 040956, 04095C, 043B1A, 043B28, 043B4E, 043C0E, 043C24, 043C6C, 043C8C, 043CC8, 043CD2, 043CE8, 043E22, 044326, 04433E, 04444C, 0444C6, 0445B6, 044606, 04464C, 044A08, 044EA2, 044FF0, 045030, 045100, 0451E2, 045C4C, 045E6C, 04610A, 046110, 0462D0, 0462D6, 04A590, 04CD86, 04CDCA, 04CE26, 04CE96, 04D312, 04D368, 04F67A, 04F902, 04F932, 04F98E, 04F9FE, 04FA68, 04FA90, 05129C, 05292C, 05C93A, 05D4E2, 05D566, 05D60E, 05DDF2, 05DE22, 05DE60, 060B12, 0615FC, 061680, 061720, 061728, 0622B2, 0622E2, 062320]	
2119A1	enemy+A1	[02C3B8, 02C5B0, 03EBDA, 03EC14, 03EED8, 03EEEE, 03F052, 03FEB2, 03FED8, 03FEDE, 03FFD2, 03FFDC, 03FFF4, 040004, 04012C, 0406FC, 040CAA, 040E1C, 040F86, 0410DE, 041166, 041746, 041796, 0418E0, 041A36, 041ABC, 041C24, 041D60, 041D6C, 041DB2, 041E72, 041F48, 041F54, 041FC2, 041FCA, 042130, 042308, 04234C, 042402, 042778, 04279C, 0427DE, 042D62, 042D88, 042DB6, 042E0E, 042E56, 042EE0, 042F18, 04322C, 043352, 043364, 043B0E, 044898, 044958, 044994, 0449AA, 0449BC, 044A8A, 044C5C, 046102, 04628E, 04AA9E, 04AAEA, 04AB74, 04AC0A, 04C5A6, 04C8BA, 04C978, 04C9E0, 04CA9C, 04CB0C, 04CC2C, 04CE4A, 04D3BA, 04D78A, 04DFB0, 04E00E, 04E28E, 04E4BC, 04F824, 04F9B2, 050D66, 051840, 051BEA, 051D86, 0530B4, 0533EA, 0534AC, 053FBC, 055C90, 055F24, 05C15E, 05C166, 05C1D6, 05D364, 05D9C4, 05DA30, 05F430, 05F47A, 05FF0A, 05FF5C, 061B90, 0660D4, 0660E8, 06610C, 066112, 06611A, 06615C, 066194, 066640, 06666E, 066674, 0666BA, 0666CC]	
2119A2	enemy+A2	[00996E, 02BE2A, 02BE30, 03E362, 03E5CC, 03EF54, 03EF68, 03EF78, 03EFD0, 03EFEA, 03EFF0, 03F002, 03F03E, 03F062, 03F092, 03F16C, 03F1C6, 03F292, 03F29C, 03F32C, 03F3E6, 03F6FA, 03F704, 03FA8A, 03FA94, 03FB38, 03FD2E, 03FEA6, 03FFBE, 040136, 040974, 040D84, 040F92, 04193E, 041AF4, 041C00, 041E22, 041EC6, 041F92, 042588, 04312C, 043C92, 044F98, 044FD2, 0453E0, 045C80, 04A590, 04F74A, 0527CE, 05BFE8, 05CBB8, 05F40C, 05F414, 05F498, 05F4A0, 05F7FE, 05FB90, 05FBB6, 05FD2C, 05FEC2, 06001A, 060CB0, 0610D2, 0611FC, 066166, 06619E, 066620, 06663A, 06667A, 0666AE, 0666B6, 0666C8, 0668A4]	
2119A3	enemy+A3	[03EBF6, 03EC30, 0400C2, 040D0A, 040EC8, 041730, 041780, 0417D6, 041D14, 0420AC, 0423A0, 042504, 042DE0, 042E38, 042F9E, 0432C4, 0433D4, 04F664, 052916]	
2119A4	enemy+A4	[00996E, 03E362, 03E5EC, 03EB7A, 03EBA0, 040024, 040A9C, 040B08, 040BA0, 040D58, 040E4A, 040EEA, 0410BC, 04184C, 041A92, 041B8E, 041CC2, 041D36, 041E78, 041F02, 0420F8, 0423BA, 04251C, 0426EA, 042F42, 043052, 0430F2, 0431B6, 04327A, 0432F2, 043382, 043496, 04352C, 0435D2, 044B9E, 04A590, 04C838, 04CA70, 04CACC, 04F76A, 0527EE, 05C794, 05C868, 05CBFE, 05CF82, 05CF86, 05D110, 05D11C, 05D122, 05D528, 05D52E, 05D534, 05D7F0, 05D800, 05D80E, 05F260, 05F27C, 05F3EC, 05F484, 05F83E, 05FC36, 0609A6, 060A80, 060CD6, 061028, 06102C, 0611B0, 06137E, 06138A, 061390, 061642, 061648, 06164E, 061816, 0618D2, 0618E2, 0618F0, 061F36, 06617A, 0661B2, 066888]	
2119A5	enemy+A5	[040A9E]	
2119A6	enemy+A6	[00996E, 03E362, 040EF4, 040F40, 040FB2, 041856, 0418AA, 041A66, 041A96, 041AC4, 041B92, 041BD0, 041C6E, 041D40, 041E4A, 041E7C, 041E96, 041F06, 041F26, 041F62, 04A590]	
2119A7	enemy+A7	[040F52, 04105C, 0410B8, 041176, 04117A, 041D54, 041DBA, 041DC2, 041DC6, 041F2C, 041FD2, 041FDA, 041FDE]	
2119A8	enemy+A8	[00996E, 03E362, 0406AC, 040730, 0407D4, 0408C6, 040B10, 040CCC, 040D26, 040D9A, 040DF4, 040F00, 040F46, 040FBE, 04102C, 0416E2, 04192A, 041AA8, 041BA4, 041BB4, 041D8A, 041E0E, 041F18, 04206E, 0420DE, 04231A, 0427A4, 042D96, 042FCC, 04308C, 043152, 04325A, 043424, 0434B8, 04355E, 044B96, 04A590, 04AABE, 04AC76, 04C910, 04CA7A, 04CAEC, 04CC46, 04CE1C, 04D35E, 04E020, 04F984, 04FA32, 04FA3C, 052F9C, 053054, 055EE4]	
2119AA	enemy+AA	[00996E, 03E362, 040AB0, 044522, 04A590, 04F970, 04FA20]	
2119AC	enemy+AC	[00996E, 03E35E, 04069C, 040734, 04077E, 0407D8, 04082C, 0408CA, 040B14, 040CD6, 040DA4, 040F0A, 040FE0, 041042, 0416EC, 0417F8, 041862, 041934, 041AB2, 041BBE, 041D94, 041E18, 041FB0, 042064, 0420D4, 042324, 042530, 04254C, 0427AE, 042D9A, 042FD6, 04303A, 043096, 043112, 04315C, 04325E, 04342E, 0434C2, 043568, 04A58C, 04AAB4, 04AC6C, 04C906, 04CA84, 04CAE2, 04CC3C, 04CE12, 04E018, 04E064, 04F680, 04F97A, 04FA28, 052932, 05304C, 055EDA]	
2119AE	enemy+AE	[00996E, 03E35E, 03EDB6, 04117E, 041C7A, 0423C4, 042F5A, 043076, 043102, 043392, 0434A0, 04353C, 04A58C, 05CB2C, 05CB9C, 05CC02, 05CCA2, 05CD62, 05CE72, 05CF6C, 05CF8A, 05CFC2, 05CFF2, 05D044, 05D04A, 05D05E, 05D06E, 05D09C, 05D12A, 05D1E2, 05D204, 05D2E6, 05D508, 05D5E4, 05D5E8, 05D660, 05D6C0, 05D8A4, 05D90A, 05D90E, 05D978, 05D988, 05F3B2, 05F3C0, 05F3CC, 05F3F0, 05F454, 05F460, 05F470, 05F58A, 05F722, 05F834, 05F84A, 05FB58, 05FB72, 05FB7C, 05FBA2, 060BDC, 060C78, 060C9C, 060CDA, 060DDE, 060E54, 061012, 061030, 061052, 061058, 061082, 0610A8, 0610C0, 06114E, 0611A6, 0611C0, 061238, 0612E0, 06130E, 061398, 06145C, 06147E, 061582, 061622, 0616F6, 0616FA, 06176C, 0617CC, 06182A, 06182E, 061914, 06191C, 061994, 061A6E, 061A72, 061A9A, 061AA2, 061B22, 061C4E, 061C86, 061D84, 061F08, 061F10, 061F30, 061F6C, 061F74, 061FC2, 06613A, 066180, 0661B8, 06688C]	
2119B0	enemy+B0	[00996E, 03E35E, 03EDBA, 04A58C, 05D5EA, 05D8FE, 05D902, 05D908, 0616FC, 061830, 061A62, 061A66, 061A6C, 066140, 066184, 0661BC]	
2119B2	enemy+B2	[00996E, 03E35E, 03EDBA, 04A58C, 066140, 066184, 0661BC]	
2119B4	enemy+B4	[00996E, 03E35E, 03EDBE, 04A58C, 05C0AA, 05CC2C, 05FE46, 060D2E, 0620B2]	
2119B6	enemy+B6	[00996E, 03E35E, 03EDBE, 04A58C, 05C0AA, 05CC2C, 05FE46, 060D2E, 0620B2]	
2119B8	enemy+B8	[00996E, 02BE64, 02C12E, 02C1DE, 02C544, 03E35E, 03E60E, 03E622, 03E62C, 03EEAC, 03F020, 03F204, 03F244, 03F276, 03F2AC, 03F31C, 03F33C, 03F3D6, 03F482, 03F4B4, 03F4EA, 03FAE2, 03FB1A, 03FB4C, 03FBA2, 03FBDA, 03FC4A, 03FC82, 03FCD8, 03FD10, 03FF6E, 03FFA6, 0401CC, 040272, 040C46, 040D74, 040DB6, 040FD4, 04118A, 041884, 0418CE, 041A48, 041AE8, 041BF4, 041C36, 041CAA, 041DD6, 041E56, 041EBA, 041F86, 041FEE, 042110, 042120, 0422D0, 0423DA, 042412, 04243C, 042702, 042712, 0427D4, 042EC6, 042F70, 043080, 0430CC, 04310C, 043166, 043192, 0431CA, 0431DE, 04328E, 043348, 04339E, 043438, 0434AA, 0434CC, 043548, 043572, 0435E6, 043E42, 0444E6, 04466C, 044B6A, 04515E, 045D80, 045DB8, 045E76, 0460D4, 0462C2, 04A58C, 04C698, 04C842, 04C8AE, 04CAD6, 04F7BA, 04F7CC, 050E38, 0512C2, 051E38, 052832, 05284E, 055D80, 05C8B0, 05C904, 05C90A, 05C91A, 05CBA6, 05CC0C, 05CC5C, 05CF94, 05F338, 05F402, 05F48E, 05F582, 05F6E4, 05F854, 05FBAC, 060AC2, 060CE4, 060D4A, 060D52, 060D86, 06103A, 06181A, 0620CE, 062116]	
