copyright	zengfr	site:http://github.com/zengfr/romhack
FF9469	weapon+ 1	[0, 1]	
FF946A	weapon+ 2	[0, 2, 200, 204, 400, 6, 600]	
FF946B	weapon+ 3	[0, 2, 4]	
FF946C	weapon+ 4	[0, 2, 4]	
FF946E	weapon+ 6	[0, AA0, AA2, AA4, AA5, AA6, AA7, AA9, AAB, AAC, AAD, AAF, AB1, BBA, BBB, BBD, BBE, BC0, BC1, BC3, BC4, BC6, BC9, BCB, BCC, BCE, BCF, BD0, BD1, BD2, DFB, DFC, DFD, DFE, DFF, EA7]	
FF9470	weapon+ 8	[0, 1000, 1100, 1900, 1A00, 2300, 2B00, 2C00, 3400, 3D00, 4E00, 4F00, 5700, 6000, 6900, 6A00, 7100, 7200, 7B00, 800, 8D00, 9E00, A00, A100, A800, A900, AA00, B200, BC00, CD00, DF00, E700, EF00, F000, F800, FF00]	
FF9472	weapon+ A	[0, 15, 16, 17, 18, 19, 88, 89, 8A, 8B, 8C, 8D, 8E, 8F, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 9A, 9B, A2, A3, A6, A7, A8, AA, AB, AC, AD, AF, DE]	
FF9474	weapon+ C	[0, 1A00, 1E00, 2C00, 3000, 3400, 3800, 400, 4600, 5700, 5C00, 6000, 6400, 6E00, 7600, 800, 8300, 8800, 9400, 9A00, 9E00, A500, AE00, B600, BC00, C000, C800, DF00, E00, E700, EC00, EF00, F000, F400, F800, FF00]	
FF9476	weapon+ E	[0, 15, 16, 17, 18, 19, 1A, 1B, 1C, 1D, 1E, 1F, 20, 21, 25, 28, 29, 2A, 2B, 2C, 2D, 2E, 2F, 30, 31, 3D, 3F, 40]	
FF9478	weapon+10	[0, 1300, 1800, 200, 2800, 2C00, 3B00, 4A00, 4C00, 5000, 5500, 5700, 5900, 5D00, 6400, 6800, 7300, 7600, 7700, 8100, 8200, 8F00, 9600, 9A00, A400, A700, AC00, B000, BA00, BC00, BE00, E400, E800, F100, FE00]	
FF947A	weapon+12	[0, 6]	
FF947B	weapon+13	[0, 1, 2, 4]	
FF947C	weapon+14	[0]	
FF947D	weapon+15	[1]	
FF947E	weapon+16	[0]	
FF947F	weapon+17	[0]	
FF9480	weapon+18	[0]	
FF9482	weapon+1A	[0]	
FF9484	weapon+1C	[0]	
FF9486	weapon+1E	[0, 1, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 1A, 1B, 1C, 1D, 1E, 1F, 2, 20, 21, 22, 23, 24, 25, 3, 4, 5, 6, 7, 8, 9, A, B, C, F]	
FF9488	weapon+20	[0, 5]	
FF948A	weapon+22	[0, 7242, 7252, 7256, 727A, 727E, 7292, 7296, 72D2, 72D6, 80AE, 80BE, 80E2, 80E6, 80EA, 80EE, 80FA, 80FE, 8968, 896C, 8970, 8974, 9032, 9036, 905A, 905E, 9062, 9066, 9072, 9076, 9870, 9874, 98AC, 98B0, 9A08, 9A0C, 9A18]	
FF948C	weapon+24	[0, 5]	
FF948E	weapon+26	[0, 7400, 740E, 7494, 74D4, 75B6, 75CC, 75F6, 7684, 76D2, 77FE, 8102, 812C, 8148, 8172, 81C6, 8984, 8A3C, 8A60, 90B6, 9104, 917A, 91D6, 9224, 9264, 92B4, 98B8, 98CC, 98F8, 990C, 9938, 9950, 9980, 9A3C, 9A74, 9A90]	
FF9490	weapon+28	[0, 1, 100, 101, 102, 103, 104, 105, 106, 107, 10A, 10B, 10C, 10D, 10E, 10F, 200, 300, 600, 60C, 60D, 60E, 612, 613, 614, 615, 61C, 61D, 61E, 622, 623, 62C, 62D, 62E, A00]	
FF9492	weapon+2A	[0, 100, 1D00, 200, 2A00, 2F00, 300, 3300, 3500, 3600, 3700, 3800, 3B00, 3E00, 3F00]	
FF9494	weapon+2C	[0, 100, 101]	
FF9496	weapon+2E	[0, 1]	
FF9497	weapon+2F	[0, 7]	
FF9498	weapon+30	[0, 8, FFE8, FFED, FFF0, FFF5, FFF8, FFFD]	
FF949A	weapon+32	[0]	
FF949C	weapon+34	[0]	
FF949E	weapon+36	[0, 1, 18, 8]	
FF94A0	weapon+38	[0, 5]	
FF94A2	weapon+3A	[0, 8202, 8A90, 92D4, 9A9E]	
FF94A4	weapon+3C	[0]	
FF94A6	weapon+3E	[0, 1]	
FF94A8	weapon+40	[0, FF]	
FF94AA	weapon+42	[0, 2]	
FF94AC	weapon+44	[0]	
FF94AE	weapon+46	[0, 1, 3]	
FF94B0	weapon+48	[0, 2710, 27A4, 2838, 894C, D34A]	
FF94B2	weapon+4A	[0, 1, FF]	
FF94B4	weapon+4C	[0, 8568, 8B68, 8DA8, 8E68]	
FF94B6	weapon+4E	[0, CE60]	
FF94B8	weapon+50	[0, 2C2, 2C4, 2C6, 2C8, 2CA, 2CC, 2CE, 2D0, 2D2, 2D4, 2D6, 2D8, 2DA, 2DC, F800, FD80, FE8A, FE8C, FE8E, FE9A, FE9C, FE9E, FEA0, FEA2, FEA4, FEAC, FEAE, FEB0, FEB2, FEB4, FEB6, FEB8, FEBA, FF22]	
FF94BA	weapon+52	[0, 2, FFFE]	
FF94BC	weapon+54	[0, 10, 118, 1A0, 1A8, 1B0, 238, 2D0, 3F0, 480, 88, 90, 98, F6D8, F768, F7F8, F880, F888, F928, F990, F9A8, FA18, FB38, FB40, FC48, FC58, FC68, FCF8, FD80, FE08, FEB0, FEB8, FF28, FF38, FF40, FFD8, FFF8]	
FF94BE	weapon+56	[0, 48, 58, 68]	
FF94C0	weapon+58	[0, 4]	
FF94C1	weapon+59	[1, 5]	
FF94C2	weapon+5A	[0]	
FF94C4	weapon+5C	[0]	
FF94C6	weapon+5E	[0]	
FF94C8	weapon+60	[0]	
FF94CA	weapon+62	[0]	
FF94CC	weapon+64	[0]	
FF94CE	weapon+66	[0]	
FF94D0	weapon+68	[0]	
FF94D1	weapon+69	[0]	
FF94D2	weapon+6A	[0]	
FF94D4	weapon+6C	[0]	
FF94D6	weapon+6E	[0]	
FF94D8	weapon+70	[0, 5]	
FF94DA	weapon+72	[0, 8222]	
FF94DC	weapon+74	[0, 9A4, 9AC, 9B4, 9BC, A02, A04, A05, A07, A0A, A0D, A10, A13, A16, A19, A1C, A1E, A21, A24, A8B, A92, A99, AA0, AA7, AAE, AB5, ABC, B25, B2C, B33, B3A, B41, B48, BBF, BC6]	
FF94DE	weapon+76	[0, 13, 15, 16, 17, 18, 19, 1A, 1B, 1C, 1D, 1E, 1F, 28, 2E, 34, 3A, 40, 45, 47, 4A, 4F, 53, 58, 5C, 5F, 66, 69, 6B, 6D, 6F, 71, 72, 74, 75]	
FF94E0	weapon+78	[0, 5]	
FF94E2	weapon+7A	[0, 820A, 9AA6]	
FF94E4	weapon+7C	[0, 11A2, 11A3, 11A4, 11A5, 11A6, 11A7, 11A8, 9A4, 9AC, A02, A04, A05, A07, A0A, A0D, A10, A13, A16, AA0, AA7, AAE, B20, B23, B25, B28, B2A, B2C, B2D, B2F, B32, B33, B34, B37, BBF, BC6]	
FF94E6	weapon+7E	[0, 18, 1A, 1B, 1C, 1D, 1E, 1F, 20, 21, 22, 23, 24, 26, 2A, 89, 8A, 90, 96, 97, 9C, 9D, A2, A7, A8, AC, AD, B1, B2, B6, B7, BA, BB, BF, C2, DA]	
FF94E8	weapon+80	[0, 1, 2, 3, 4]	
FF94EA	weapon+82	[0]	
FF94EC	weapon+84	[0, 2]	
FF94EE	weapon+86	[0, 1, 2, 3, 4, 5]	
FF94EF	weapon+87	[0, 1, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 1A, 1B, 1C, 1D, 1E, 1F, 2, 20, 21, 22, 23, 24, 25, 3, 4, 5, 6, 7, 8, 9, A, B, C, F]	
FF94F0	weapon+88	[0, 2]	
FF94F2	weapon+8A	[0, 3, 4, 5]	
FF94F4	weapon+8C	[0]	
FF94F6	weapon+8E	[0]	
FF94F8	weapon+90	[0]	
FF94FA	weapon+92	[0]	
FF94FC	weapon+94	[0]	
FF94FE	weapon+96	[0]	
FF9500	weapon+98	[0]	
FF9502	weapon+9A	[0]	
FF9504	weapon+9C	[0]	
FF9506	weapon+9E	[0]	
FF9508	weapon+A0	[0]	
FF950A	weapon+A2	[0]	
FF950C	weapon+A4	[0]	
FF950E	weapon+A6	[0]	
FF9510	weapon+A8	[0]	
FF9512	weapon+AA	[0]	
FF9514	weapon+AC	[0]	
FF9516	weapon+AE	[0]	
FF9518	weapon+B0	[0]	
FF951A	weapon+B2	[0]	
FF951C	weapon+B4	[0]	
FF951E	weapon+B6	[0]	
FF9520	weapon+B8	[0]	
FF9522	weapon+BA	[0]	
FF9524	weapon+BC	[0]	
FF9526	weapon+BE	[0]	
FF9A68	0	[1]	
FF9A69	1	[0, 1]	
FF9A6A	2	[2, 4]	
FF9A6B	3	[0, 2, 4, 6, A, C]	
FF9A6C	4	[0, 2, 4, 6, 8]	
FF9A6D	5	[0, 2, 4, 6, 8, A, C]	
FF9A6E	6	[AB1, B20, B22, B23, B24, B26, B27, B28, B2A, B2B, B2C, B2E, BBA, BBB, BBC, BBE, BBF, BC0, BC1, BC2, BC3, BC4, BC6, C41, C42, C43, C44, C45, C46, C47, C48, C4A, C4B, C4C, C4D, C4F, C6D]	
FF9A70	8	[0, 1500, 2300, 2700, 3D00, 400, 4600, 4B00, 4F00, 5300, 6400, 6E00, 7200, 7B00, 7F00, 8300, 8700, 8800, 8D00, 9100, A00, A100, A500, A900, B200, C400, C800, D100, D500, DA00, DF00, E300, E700, F400, FD00, FF00]	
FF9A72	A	[10, 11, 12, 13, 15, 17, 19, 1A, 1B, 1C, 1D, 1F, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 2A, 2B, 2C, 2D, 2E, 2F, 30, 31, 32, 33, 34, 35, F]	
FF9A74	C	[0, 1A00, 1E00, 2C00, 3000, 3D00, 4600, 4B00, 6000, 6400, 6E00, 7200, 7600, 7B00, 8300, 8800, 8D00, 9A00, A500, A900, B200, B600, BC00, C000, C400, C800, D100, D900, DA00, E00, E700, F000, F400, F800, FD00, FE00]	
FF9A76	E	[10, 11, 12, 13, 15, 17, 18, 19, 1A, 1B, 1C, 1D, 1E, 1F, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 2A, 2B, 2C, 2D, 2E, 2F, 30, 31, 32, 33, 34, 42]	
FF9A78	10	[0, 1500, 1A00, 2C00, 3000, 3400, 3800, 3D00, 400, 4B00, 5300, 5700, 5C00, 6000, 6400, 6E00, 7600, 7B00, 800, 8700, 8800, 9100, 9900, A100, B600, BC00, C000, C400, C800, D100, DF00, E00, F000, F400, F800, FC00]	
FF9A7B	13	[0]	
FF9A7C	14	[0]	
FF9A7E	16	[0, 1, F]	
FF9A7F	17	[0, 1, 2, 3, 4, 5, 6]	
FF9A80	18	[10E, 12C, BB, D9, DD, E1, FF, FFF2]	
FF9A82	1A	[1, 10E, 12C, B, BB, D9, DD, E1, FF]	
FF9A84	1C	[12C]	
FF9A86	1E	[0, 1, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 1A, 1B, 1C, 1D, 1E, 1F, 2, 22, 23, 24, 25, 26, 27, 28, 3, 4, 5, A, B, C, D, E, F]	
FF9A88	20	[3, 4]	
FF9A8A	22	[116, 11A, 1E6, 1EA, F7A2, F7A6, F7AA, F8C2, F8C6, F8CA, F8D2, F8D6, F8DA, F8DE, F8E2, F90A, F90E, F912, FBC2, FBC6, FEAE, FEB2, FEB6, FEBA, FEDE, FEE2, FEE6, FEF2, FEF6, FEFA, FEFE, FF26, FF2A, FF2E, FF36]	
FF9A8C	24	[3, 4]	
FF9A8E	26	[136, 1C, 1EE, 23A, 2B2, 372, 402, 4C, 8A, BA, F3EE, F44E, F4BA, F526, F66A, F7B6, F80A, F866, F91A, F962, F9C8, FA2E, FA94, FAD2, FB1A, FB62, FC2A, FC7E, FCD2, FD26, FF42, FFDE]	
FF9A90	28	[0, 1, 10, 11, 12, 13, 1300, 14, 15, 16, 17, 18, 19, 1A, 1B, 1C, 1D, 1E, 1E00, 1E01, 1F, 2, 201, 2700, 3, 3000, 4, 400, 5, 6, 600, 7, A00, A01, C00, F00]	
FF9A92	2A	[1300, 1301, 1400, 1600, 2202, 2203, 2204, 2500, 2600, 2C00, 2D00, 400, 500, A00]	
FF9A94	2C	[0, 100, 200, 201, 5, 600, 700, 800]	
FF9A96	2E	[0, 1]	
FF9A98	30	[0, 10, 4, 8, B, FFF0, FFF9, FFFA, FFFB, FFFC, FFFD]	
FF9A9A	32	[3]	
FF9A9C	34	[F1DE, F21E]	
FF9A9E	36	[0, 16, 17, 18, 19, 1A, 1B, 1C, 1D, 1E, 1F, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, FF]	
FF9A9F	37	[8]	
FF9AA0	38	[4]	
FF9AA2	3A	[47E]	
FF9AA4	3C	[8568]	
FF9AA6	3E	[0, 1]	
FF9AA7	3F	[0, 3, 7]	
FF9AA8	40	[0, FF]	
FF9AAA	42	[0, 2]	
FF9AAB	43	[0, 2, 4]	
FF9AAC	44	[8568]	
FF9AAE	46	[6]	
FF9AB0	48	[56A8]	
FF9AB6	4E	[CE90]	
FF9AB8	50	[0, 10A, 10F, 114, 119, 11E, 123, 128, 12D, 191, 196, 19B, 1A0, 1A5, 1AA, 1B4, 400, FD80, FE8D, FE92, FE97, FE9C, FEA1, FEA6, FEAB, FEB0, FEB5, FEBA, FECE, FED3, FF30, FF40, FFC0, FFD0, FFF0]	
FF9ABA	52	[10, 14, 5, FFEC, FFF0, FFFB]	
FF9ABC	54	[0, 10, 118, 120, 198, 1A8, 238, 3EA, 4, 400, 51C, 88, A0, B0, F928, F98E, FAB8, FB26, FB38, FBC8, FBD8, FC58, FC68, FCE8, FCF8, FD88, FE08, FE18, FEB8, FF22, FF28, FF38, FFBC, FFC8, FFD8, FFF8]	
FF9ABE	56	[0, 110, 120, 160, 190, 1A0, 1B0, 20, 200, 230, 240, 280, 2D0, 2E0, 320, 360, 390, 3A0, 400, 430, 48, 480, 4D0, 50, 520, 550, 5A0, 5F0, 60, 600, 640, A0, E0, F0, FFD0, FFE0]	
FF9AC4	5C	[4]	
FF9AC6	5E	[526, 53C, 53D, 53E, 59C, 59D, 59E]	
FF9AC8	60	[0, 16, 17, 18]	
FF9AC9	61	[0, 1, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 1A, 1B, 1C, 1D, 1E, 1F, 2, 20, 21, 22, 23, 24, 25, 3, 4, 5, 6, 7, 8, 9, A, B, C, F]	
FF9ACA	62	[0]	
FF9ACB	63	[0]	
FF9AD0	68	[1]	
FF9AD1	69	[0]	
FF9AD8	70	[0, 4]	
FF9ADA	72	[0, 4D6, 516]	
FF9ADC	74	[ADC, AE7, AE9, AEB, AEC, AED, AEE, AEF, AF1, AF2, AF3, AF4, AF5, AF6, AF7, AF8, AF9, AFA, AFB, B7E, B81, B85, B88, B8B, B8E, B91, B94, B98, BA1, BA4, BA7, BBA, BBB, BBC, BBE]	
FF9ADE	76	[4B, 4E, 4F, 53, 55, 57, 5B, 67, 69, 6A, 6C, 6F, 70, 71, 72, 74, 76, 77, 7A, 7C, 7D, 7E, 88, 8A, 8B, 8C, 8F, 92, 96, 99, 9B, 9D, 9F, A0, A1]	
FF9AE0	78	[0, 4]	
FF9AE2	7A	[0, 486, 48E, 4AE, 4B6, 4BE]	
FF9AE4	7C	[AB0, AB8, AE0, AF3, AF6, AF9, AFB, AFC, AFE, B00, B03, B05, B65, B68, B70, B74, B76, B78, B79, B7B, B7D, B7F, B81, B83, B85, B86, B88, BBA, BBB, BBC, BBE, BBF, BC0, BC2, BC7]	
FF9AE6	7E	[40, 41, 42, 43, 45, 47, 49, 4E, 4F, 51, 52, 55, 57, 58, 5A, 5C, 5D, 5F, 61, 62, 63, 64, 65, 66, 67, 68, 69, 6D]	
FF9AEA	82	[8568]	
FF9AEC	84	[AB9, AC8, ACC, AF1, B02, B06, B58]	
FF9AEE	86	[1F, 31, 35, 37]	
FF9AF0	88	[B4]	
FF9AF1	89	[F0]	
FF9AF2	8A	[0, 1]	
FF9AF4	8C	[6, 7]	
FF9AF5	8D	[0, 2]	
FF9AF6	8E	[3]	
FF9AF8	90	[D6C8, D6C9, D6CC, D6CD, D6CE, D6CF]	
FF9AFC	94	[0, 1]	
FF9AFD	95	[0, 1]	
FF9AFE	96	[10, 10A, 10B, 10C, 10D, 10E, 10F, 11, 110, 111, 112, 113, 114, 115, 116, 117, 118, 12, 13, 14, 15, 16, 17, 18, 19, 1A, 1B, 1C, 1D, 1E, 1F, 20, 8, 9, A0, FF]	
FF9B00	98	[0, 8]	
FF9B01	99	[0, 1, 2]	
FF9B02	9A	[3]	
FF9B04	9C	[DBDA, DBDE, DBDF, DBE0, DBE1, DBE2, DBE3, DBE4]	
FF9B06	9E	[FFC0]	
FF9B08	A0	[0, 1]	
FF9B09	A1	[0]	
FF9B0A	A2	[0, 3, 7]	
FF9B0B	A3	[1]	
FF9B0C	A4	[0, 1]	
FF9B0D	A5	[0, 2]	
FF9B0E	A6	[0, 10, 10A, 10B, 10C, 10D, 10E, 10F, 11, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 11A, 11B, 12, 13, A0, A1, A2, A3, A4, A5, A6, A7, A8, A9, AA, AB, AC, FF]	
FF9B10	A8	[0, 1]	
FF9B11	A9	[0, 2]	
FF9B12	AA	[0, 1]	
FF9B14	AC	[1F]	
FF9B16	AE	[0, 1]	
FF9B17	AF	[0]	
FFBE28	container+ 0	[0, 1]	
FFBE29	container+ 1	[0, 1]	
FFBE2A	container+ 2	[0, 2, 200, 400, 6]	
FFBE2B	container+ 3	[2, 4, 6]	
FFBE2C	container+ 4	[0]	
FFBE2E	container+ 6	[0, 10A, 10E, 10F, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 11A, 11B, 11C, 11D, 11E, 11F, 120, 121, 122, 123, 124, 125, 126, 470, 476, 47C, 482, 488, A88, A8B, A8C, FE]	
FFBE30	container+ 8	[0, 1000, 6000, A000, D000, F000]	
FFBE32	container+ A	[0, 17, 19, 1A, 1C, 1D, 1E, 1F, 20, 21, 22, 23, 24, 44, 45, 47, 49, 4A, 4C, 4E, 4F, 51, 52, 54, 55, 56, 57, 58, 59, 5A, 5C, 5D, 5E, 5F, 64, 85]	
FFBE34	container+ C	[0, 1000, 1800, 2000, 2800, 3000, 3800, 4000, 4800, 5000, 5800, 6000, 6800, 7000, 7800, 800, 8000, 8800, 9000, 9800, A000, A800, B000, B800, C000, C800, D000, D800, E000, E800, F000, F800]	
FFBE36	container+ E	[0, 19, 1A, 1F, 20, 32, 3F, 42]	
FFBE38	container+10	[0]	
FFBE3A	container+12	[0, A]	
FFBE3B	container+13	[10, 4, 5, 6, 7, 8]	
FFBE3C	container+14	[0, 100, 126, 281, 282, 28A]	
FFBE3E	container+16	[0, 1, 4, 7, C]	
FFBE3F	container+17	[6]	
FFBE40	container+18	[0, FFEC, FFF2, FFF6]	
FFBE42	container+1A	[0, FFEC, FFF2, FFF6]	
FFBE44	container+1C	[0]	
FFBE46	container+1E	[0, 1, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 1A, 1B, 1C, 1D, 1E, 1F, 2, 20, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F]	
FFBE47	container+1F	[0, 1, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 1A, 1B, 1C, 1D, 1E, 1F, 2, 20, 21, 22, 23, 3, 4, 44, 45, 46, 5, 6, 7, 8, 9, A, FF]	
FFBE48	container+20	[0, 5]	
FFBE4A	container+22	[0, 1B44, 23A4, 23F4, 261E, 2672, 28A6, 290A, 2B70, 2B9C, 2E32, 2EE6, 4CAC, 4CB0, 4CB4, 4CB8, 4CBC, 4CC0, 4CC4, 4CC8, 4CCC, 4CD0, 4CD4, 4CD8, 4CDC, 4CE0, 4CE4]	
FFBE4C	container+24	[0, 5]	
FFBE4E	container+26	[0, 1B4C, 23AC, 23FC, 2626, 267A, 28AE, 2912, 2BB0, 2C4C, 2E3A, 2EEE, 4CE8, 4CF6, 4D04, 4D12, 4D20, 4D2E]	
FFBE50	container+28	[0, 100, 200, 800, A00]	
FFBE52	container+2A	[0, 1800, 200, 2A00, 300, 3500, 3800, 5F00, A00, D00]	
FFBE54	container+2C	[0, 1, 100, 2, 3, 4, 5]	
FFBE56	container+2E	[0]	
FFBE58	container+30	[0, 2, FFFB, FFFD]	
FFBE5A	container+32	[0]	
FFBE5C	container+34	[0]	
FFBE5E	container+36	[0]	
FFBE60	container+38	[0, 5]	
FFBE62	container+3A	[0, 2410, 268E, 2926, 2CD8, 2F1E, 4D44]	
FFBE64	container+3C	[0, 8568]	
FFBE66	container+3E	[0, 1]	
FFBE67	container+3F	[0, 3, 7]	
FFBE68	container+40	[0]	
FFBE6A	container+42	[0]	
FFBE6C	container+44	[0]	
FFBE6E	container+46	[0]	
FFBE70	container+48	[0]	
FFBE72	container+4A	[0]	
FFBE74	container+4C	[0]	
FFBE76	container+4E	[0, CEF0]	
FFBE78	container+50	[0, 100, 300, 400, 600, B0, C0, D0, E0, F0, FD00]	
FFBE7A	container+52	[0, 10]	
FFBE7C	container+54	[0, 10, 120, 128, 198, 1B0, 1B8, 1C0, 240, 2D0, 2E0, 360, 3F0, 400, 480, 8, 800, 98, A0, FBC8, FC58, FC68, FCE8, FCF8, FD88, FE08, FE18, FE98, FEA0, FEA8, FF28, FF30, FF38, FFC0, FFC8]	
FFBE7E	container+56	[0, 48]	
FFBE80	container+58	[0, 1, FF]	
FFBE81	container+59	[1, 14, 19, FF]	
FFBE82	container+5A	[0, 28]	
FFBE84	container+5C	[0]	
FFBE86	container+5E	[0]	
FFBE88	container+60	[0, 10, 4, 7, E, F, FF]	
FFBE8A	container+62	[0]	
FFBE8C	container+64	[0]	
FFBE8E	container+66	[0, BBE8, BD68]	
FFBE90	container+68	[0]	
FFBE91	container+69	[0, FF]	
FFBE92	container+6A	[0]	
FFBE94	container+6C	[0]	
FFBE96	container+6E	[0]	
FFBE98	container+70	[0, 5]	
FFBE9A	container+72	[0, 4D5C, 4D6C, 4D7C, 4D8C, 4D9C]	
FFBE9C	container+74	[0, A42, A62, A83, AA3, AC3]	
FFBE9E	container+76	[0, 4A]	
FFBEA0	container+78	[0, 5]	
FFBEA2	container+7A	[0, 1B9E, 2418, 2696, 292E, 2CE0, 2F26]	
FFBEA4	container+7C	[0, 320, 440, 6E0, 9D8, A70, EE]	
FFBEA6	container+7E	[0, 40, 42, 47, 48, 67]	
FFBEA8	container+80	[0, 1, 2, 3, 4, 5]	
FFBEAA	container+82	[0]	
FFBEAC	container+84	[0]	
FFBEAE	container+86	[0]	
FFBEB0	container+88	[0]	
FFBEB2	container+8A	[0]	
FFBEB4	container+8C	[0]	
FFBEB6	container+8E	[0]	
FFBEB8	container+90	[0]	
FFBEBA	container+92	[0]	
FFBEBC	container+94	[0]	
FFBEBE	container+96	[0]	
FFBEC0	container+98	[0]	
FFBEC2	container+9A	[0]	
FFBEC4	container+9C	[0]	
FFBEC6	container+9E	[0]	
FFBEC8	container+A0	[0]	
FFBECA	container+A2	[0]	
FFBECC	container+A4	[0]	
FFBECE	container+A6	[0]	
FFBED0	container+A8	[0]	
FFBED2	container+AA	[0]	
FFBED4	container+AC	[0]	
FFBED6	container+AE	[0]	
FFBED8	container+B0	[0]	
FFBEDA	container+B2	[0]	
FFBEDC	container+B4	[0]	
FFBEDE	container+B6	[0]	
FFBEE0	container+B8	[0]	
FFBEE2	container+BA	[0]	
FFBEE4	container+BC	[0]	
FFBEE6	container+BE	[0]	
copyright	zengfr	site:http://github.com/zengfr/romhack
